partition,mechanism,session_id,timestamp,expired_instrument_key,expiry_id,option_type,strike,entry_price_next_open,gross_return_pct,net_return_pct,stress_return_pct,forward_mfe_points,forward_mae_points,forward_expansion_pct,label_horizon_minutes,is_expansion_event,move_cluster_id,prior_5m_return_pct,previous_return,return_acceleration,breadth_positive,breadth_delta,breadth_acceleration,breadth_volume,option_asymmetry,directional_mass_shift,prior_5m_volume_ratio,days_to_expiry,minute_of_day
development,compression_breadth_release,2024-10-15,2024-10-15 05:50:00+00:00,NSE_FO|48263|17-10-2024,2024-10-17,CE,24900.0,210.0,-8.761904761904765,-8.861904761904764,-9.761904761904765,3.1500000000000057,22.44999999999999,1.5000000000000027,5,False,,3.88875215358111,-0.11990407673860837,4.008656230319718,1.0,0.6,1.0,1.0,13.69267372220856,20.230236640243675,1.184769038701623,2,680
development,compression_breadth_release,2024-10-16,2024-10-16 05:19:00+00:00,NSE_FO|48263|17-10-2024,2024-10-17,CE,24900.0,164.65,-5.375037959307619,-5.475037959307619,-6.375037959307619,5.349999999999994,12.849999999999994,3.249316732462796,5,False,,-0.15206812652067692,-2.5454545454545396,2.3933864189338627,0.5,0.5,0.8333333,0.6666667,-0.27706812652067425,,1.0499044383096199,1,649
development,compression_breadth_release,2024-10-17,2024-10-17 05:19:00+00:00,NSE_FO|48321|17-10-2024,2024-10-17,PE,25100.0,259.89,0.31167032205933365,0.21167032205933364,-0.6883296779406664,5.0,4.089999999999975,1.9238908769094616,5,False,,1.4843750000000044,0.07870916961827401,1.4056658303817304,0.625,0.375,0.625,0.625,25.843349358974354,-235.2982734189245,1.1847065158858374,0,649
development,compression_breadth_release,2024-10-18,2024-10-18 05:12:00+00:00,NSE_FO|43734|24-10-2024,2024-10-24,CE,24550.0,319.6,-0.6914893617021389,-0.7914893617021389,-1.691489361702139,8.299999999999955,13.710000000000036,2.596996245306619,5,False,,6.734625668449201,1.4004233838137203,5.334202284635481,1.0,0.0,1.0,0.6,14.291300731421497,-8.097566053365881,0.9597156398104265,6,642
development,compression_breadth_release,2024-10-21,2024-10-21 05:15:00+00:00,NSE_FO|43751|24-10-2024,2024-10-24,CE,24600.0,257.5,-1.8834951456310658,-1.9834951456310659,-2.883495145631066,10.949999999999989,8.849999999999994,4.252427184466015,5,False,,1.4866204162537144,-0.08097165991903799,1.5675920761727524,1.0,0.6,1.0,1.0,5.121515408176169,-3.9620826931131887,2.0,3,645
development,compression_breadth_release,2024-10-22,2024-10-22 06:41:00+00:00,NSE_FO|43734|24-10-2024,2024-10-24,CE,24550.0,191.8,-3.83211678832118,-3.93211678832118,-4.83211678832118,5.099999999999994,11.350000000000023,2.6590198123044804,5,False,,-1.7692307692307674,-3.456162642947913,1.6869318737171457,0.0,0.0,1.0,0.6,-6.5674028941355544,,0.8723186925434117,2,731
development,compression_breadth_release,2024-10-23,2024-10-23 08:22:00+00:00,NSE_FO|43884|24-10-2024,2024-10-24,PE,24750.0,226.6,4.6557811120917965,4.555781112091797,3.6557811120917965,12.5,0.04999999999998295,5.516328331862312,5,False,,-0.8771929824561431,-2.677583536180561,1.800390553724418,0.0,0.0,0.625,0.5,0.9213681686229935,,1.2380952380952381,1,832
development,compression_breadth_release,2024-10-24,2024-10-24 05:06:00+00:00,NSE_FO|43842|24-10-2024,2024-10-24,PE,24700.0,286.05,-4.562139486103832,-4.662139486103832,-5.562139486103832,4.699999999999989,21.19999999999999,1.6430693934626772,5,False,,3.529117004903548,-1.6660695091365252,5.195186514040073,0.625,0.5,0.625,0.5,14.167414877243978,-1919.2567585391662,0.5065359477124183,0,636
development,compression_breadth_release,2024-10-25,2024-10-25 05:07:00+00:00,NSE_FO|54753|31-10-2024,2024-10-31,PE,24450.0,301.75,6.425849212924602,6.325849212924602,5.425849212924602,22.5,5.0,7.456503728251865,5,False,,3.7559659680431734,0.6164010352812888,3.1395649327618846,0.875,0.0,0.75,0.5,7.7470967884422866,-605.8599780715813,1.1062225015713387,6,637
development,compression_breadth_release,2024-10-28,2024-10-28 05:21:00+00:00,NSE_FO|54755|31-10-2024,2024-10-31,PE,24500.0,163.15,5.271222801103276,5.171222801103276,4.271222801103276,8.599999999999994,4.099999999999994,5.271222801103276,5,False,,1.8944099378882084,-0.28065893837706524,2.1750688762652737,0.625,0.5,0.625,0.5,6.677502262693557,-2194.957344150156,0.8917686585073195,3,651
development,compression_breadth_release,2024-10-29,2024-10-29 06:03:00+00:00,NSE_FO|49017|31-10-2024,2024-10-31,PE,24350.0,199.4,-13.314944834503518,-13.414944834503517,-14.314944834503518,2.049999999999983,27.75,1.028084252758266,5,False,,5.43046357615895,1.305483028720622,4.124980547438328,0.625,0.0,0.625,0.625,14.297458650050576,-3.7644140287338814,1.2286309937456568,2,693
development,compression_breadth_release,2024-10-31,2024-10-31 05:36:00+00:00,NSE_FO|54753|31-10-2024,2024-10-31,PE,24450.0,205.6,2.991245136186773,2.891245136186773,1.9912451361867731,7.349999999999994,4.199999999999989,3.5749027237354056,5,False,,-0.48673643222195695,-2.558532464397789,2.071796032175832,0.25,0.125,0.75,0.5,1.866204744248623,-22.963335733475105,1.0790790790790792,0,666
development,compression_breadth_release,2024-11-04,2024-11-04 05:16:00+00:00,NSE_FO|50384|07-11-2024,2024-11-07,PE,24200.0,389.9,2.4365221851756864,2.3365221851756863,1.4365221851756864,16.5,12.199999999999989,4.231854321620928,5,False,,-0.3704176778643431,-4.760086547028141,4.389668869163798,0.0,0.0,1.0,0.6,-1.2578275502991731,,1.2460867333846548,3,646
