partition,mechanism,session_id,timestamp,expired_instrument_key,expiry_id,option_type,strike,entry_price_next_open,gross_return_pct,net_return_pct,stress_return_pct,forward_mfe_points,forward_mae_points,forward_expansion_pct,label_horizon_minutes,is_expansion_event,move_cluster_id,prior_5m_return_pct,previous_return,return_acceleration,breadth_positive,breadth_delta,breadth_acceleration,breadth_volume,option_asymmetry,directional_mass_shift,prior_5m_volume_ratio,days_to_expiry,minute_of_day
development,opposing_wing_decay,2025-02-28,2025-02-28 04:00:00+00:00,NSE_FO|68433|06-03-2025,2025-03-06,PE,22350.0,123.3,23.114355231143566,23.014355231143565,22.114355231143566,35.64,0.7999999999999972,28.905109489051096,5,True,NSE_FO|68433|06-03-2025:10351,4.059829059829068,-1.7841971112999233,5.844026171128991,1.0,1.0,1.0,0.0,8.227718698807639,,0.9815899581589959,6,570
development,opposing_wing_decay,2025-03-03,2025-03-03 04:02:00+00:00,NSE_FO|68439|06-03-2025,2025-03-06,PE,22450.0,271.14,2.2350077450763455,2.1350077450763454,1.2350077450763455,15.960000000000036,7.139999999999986,5.886258021686228,5,False,,2.838998879342558,-3.3689839572192515,6.2079828365618095,1.0,0.625,0.625,0.375,11.687483727827408,-772.9146710649111,0.5838509316770186,3,572
development,opposing_wing_decay,2025-03-04,2025-03-04 04:14:00+00:00,NSE_FO|68435|06-03-2025,2025-03-06,PE,22400.0,358.4,-4.185267857142858,-4.285267857142857,-5.185267857142858,17.400000000000034,16.19999999999999,4.854910714285724,5,False,,0.9642654566080378,-6.871609403254975,7.835874859863012,0.75,0.5,0.75,1.0,9.998533369380624,-636.7406701346699,2.68075117370892,2,584
development,opposing_wing_decay,2025-03-05,2025-03-05 04:01:00+00:00,NSE_FO|68432|06-03-2025,2025-03-06,CE,22350.0,30.6,13.692810457516332,13.592810457516332,12.692810457516332,4.850000000000001,1.8000000000000007,15.849673202614383,5,False,,13.919413919413914,30.787037037037024,-16.86762311762311,0.8333333,0.0,0.0,0.8333333,21.527820410501963,6.06310907884108,1.367586821015138,1,571
development,opposing_wing_decay,2025-03-06,2025-03-06 04:00:00+00:00,NSE_FO|68433|06-03-2025,2025-03-06,PE,22350.0,77.65,13.393432066967147,13.293432066967148,12.393432066967147,21.94999999999999,3.8100000000000023,28.267868641339327,5,False,,21.885813148788948,-4.458598726114649,26.344411874903596,0.625,0.125,0.875,0.125,37.57046045169351,50.368914391143335,1.3718768432228383,0,570
development,opposing_wing_decay,2025-03-07,2025-03-07 04:00:00+00:00,NSE_FO|45464|13-03-2025,2025-03-13,CE,22450.0,209.2,2.270554493307839,2.170554493307839,1.2705544933078392,27.80000000000001,16.0,13.288718929254308,5,False,,8.064931718629209,1.2458682939232135,6.819063424705996,0.71428573,0.0,0.71428573,0.71428573,18.170881188881857,-14.136077624083555,1.6696472925981123,6,570
development,opposing_wing_decay,2025-03-10,2025-03-10 04:02:00+00:00,NSE_FO|45467|13-03-2025,2025-03-13,CE,22500.0,174.4,8.48623853211008,8.386238532110081,7.486238532110081,17.599999999999994,4.300000000000011,10.091743119266052,5,False,,3.0591030591030632,-0.9965831435079675,4.055686202611031,1.0,0.39999998,1.0,0.0,10.216062585262986,-7.384595471186913,0.4574262594622814,3,572
development,opposing_wing_decay,2025-03-11,2025-03-11 04:00:00+00:00,NSE_FO|45464|13-03-2025,2025-03-13,CE,22450.0,71.2,5.758426966292126,5.658426966292127,4.758426966292126,10.25,9.650000000000006,14.396067415730338,5,False,,22.790294627383002,27.52670501232537,-4.736410384942367,1.0,0.0,0.0,0.6,32.48646371589027,-3.290588287418359,1.2711598746081505,2,570
development,opposing_wing_decay,2025-03-12,2025-03-12 04:00:00+00:00,NSE_FO|45471|13-03-2025,2025-03-13,PE,22550.0,146.3,0.47846889952152327,0.3784688995215233,-0.5215311004784767,10.099999999999994,6.300000000000011,6.903622693096373,5,False,,15.073815073815089,31.49466192170818,-16.42084684789309,0.625,0.0,0.125,0.5,33.00054929049475,2.5260324251794373,0.8988088673210544,1,570
development,opposing_wing_decay,2025-03-13,2025-03-13 04:00:00+00:00,NSE_FO|45469|13-03-2025,2025-03-13,PE,22500.0,65.6,-16.920731707317067,-17.02073170731707,-17.920731707317067,3.0500000000000114,14.449999999999996,4.649390243902457,5,False,,30.840163934426236,-6.471095772217428,37.31125970664367,0.75,0.625,0.625,1.0,62.18127180614634,-1724.5651451352933,1.1978666069615143,0,570
development,opposing_wing_decay,2025-03-17,2025-03-17 04:01:00+00:00,NSE_FO|50183|20-03-2025,2025-03-20,CE,22450.0,206.9,2.7549540840985927,2.6549540840985926,1.7549540840985927,23.400000000000006,4.400000000000006,11.309811503141617,5,False,,4.167712779312072,-1.0839425258381663,5.251655305150238,1.0,1.0,1.0,0.0,11.006618554388059,,0.638235294117647,3,571
development,opposing_wing_decay,2025-03-18,2025-03-18 04:01:00+00:00,NSE_FO|50183|20-03-2025,2025-03-20,CE,22450.0,280.95,5.428012101797473,5.328012101797474,4.428012101797473,30.939999999999998,1.1999999999999886,11.012635700302544,5,True,NSE_FO|50183|20-03-2025:5558,2.392694063926948,-2.660714285714283,5.053408349641231,0.8333333,0.8333333,0.8333333,0.0,7.864172527256407,,0.5959252971137521,2,571
development,opposing_wing_decay,2025-03-19,2025-03-19 04:00:00+00:00,NSE_FO|50181|20-03-2025,2025-03-20,CE,22400.0,459.5,-5.255712731229592,-5.355712731229592,-6.255712731229592,26.649999999999977,24.149999999999977,5.799782372143629,5,False,,4.06531531531531,7.551043686551839,-3.4857283712365295,0.8333333,0.0,0.0,0.33333334,23.70817245817246,-0.22362680349760922,0.4351145038167939,1,570
development,opposing_wing_decay,2025-03-21,2025-03-21 04:00:00+00:00,NSE_FO|48251|27-03-2025,2025-03-27,CE,23050.0,224.55,12.402582943665106,12.302582943665106,11.402582943665106,28.75,4.150000000000006,12.803384546871522,5,True,NSE_FO|48251|27-03-2025:4383,2.9809676679660724,7.5296912114014125,-4.54872354343534,1.0,0.0,0.0,0.4,12.759324903950432,-7.7447181299939984,0.7602256699576869,6,570
development,opposing_wing_decay,2025-03-24,2025-03-24 04:00:00+00:00,NSE_FO|48696|27-03-2025,2025-03-27,PE,23200.0,40.75,0.858895705521476,0.758895705521476,-0.14110429447852402,5.25,5.100000000000001,12.883435582822086,5,False,,27.187500000000007,14.440789473684212,12.746710526315795,1.0,0.0,1.0,1.0,34.87529342723005,2.158227814165002,1.9465922678357912,3,570
development,opposing_wing_decay,2025-03-25,2025-03-25 05:30:00+00:00,NSE_FO|49834|27-03-2025,2025-03-27,CE,23250.0,496.55,4.730641425838274,4.630641425838275,3.7306414258382743,23.489999999999952,15.0,4.730641425838274,5,False,,2.980030721966198,-3.053405869282033,6.033436591248231,1.0,1.0,1.0,0.8,5.342235446375643,,4.363636363636363,2,660
development,opposing_wing_decay,2025-03-26,2025-03-26 04:19:00+00:00,NSE_FO|49834|27-03-2025,2025-03-27,CE,23250.0,435.0,-0.3103448275862121,-0.41034482758621216,-1.3103448275862122,3.75,17.55000000000001,0.8620689655172413,5,False,,3.7209302325581506,-1.2533875338753386,4.974317766433489,0.8,0.8,0.8,0.4,11.67547568710362,,0.9,1,589
development,opposing_wing_decay,2025-03-27,2025-03-27 04:00:00+00:00,NSE_FO|49834|27-03-2025,2025-03-27,CE,23250.0,316.95,-5.868433506862271,-5.9684335068622705,-6.868433506862271,24.0,37.19999999999999,7.572172266919072,5,False,,11.45147738411989,12.251051893408139,-0.7995745092882487,1.0,0.0,0.4,0.0,30.843112365108492,-18.97267303751869,0.28085106382978725,0,570
development,opposing_wing_decay,2025-03-28,2025-03-28 04:00:00+00:00,NSE_FO|54756|03-04-2025,2025-04-03,PE,23700.0,217.6,9.926470588235292,9.826470588235292,8.926470588235292,25.150000000000006,15.400000000000006,11.55790441176471,5,False,,4.318618042226485,1.319648093841641,2.998969948384844,0.875,0.125,0.875,0.75,16.748484248527728,-259.320533078022,2.349760438056126,6,570
development,opposing_wing_decay,2025-04-01,2025-04-01 04:00:00+00:00,NSE_FO|54716|03-04-2025,2025-04-03,CE,23600.0,55.7,18.58168761220825,18.481687612208248,17.58168761220825,16.299999999999997,1.5500000000000043,29.26391382405744,5,False,,26.038159371492718,21.151716500553718,4.886442870939,1.0,0.0,1.0,1.0,41.000141220891784,-0.4315225890277361,1.1643330876934415,2,570
development,opposing_wing_decay,2025-04-02,2025-04-02 04:06:00+00:00,NSE_FO|54715|03-04-2025,2025-04-03,PE,23550.0,287.1,-8.04597701149426,-8.14597701149426,-9.04597701149426,2.349999999999966,23.100000000000023,0.8185301288749445,5,False,,2.3890784982935065,-9.07223553577542,11.461314034068927,0.625,0.375,0.75,0.75,14.851084577320862,-3230.060018780394,1.7444444444444445,1,576
development,opposing_wing_decay,2025-04-03,2025-04-03 04:00:00+00:00,NSE_FO|43887|09-04-2025,2025-04-09,CE,23050.0,309.39,3.7040628333171846,3.6040628333171845,2.7040628333171846,18.960000000000036,19.939999999999998,6.128187724231564,5,False,,1.2185215272136452,2.041822844742569,-0.8233013175289239,0.6,-0.39999998,0.0,0.0,5.249133772111603,-51.68353540675889,0.8035714285714286,6,570
development,opposing_wing_decay,2025-04-04,2025-04-04 04:00:00+00:00,NSE_FO|43887|09-04-2025,2025-04-09,CE,23050.0,158.5,16.43533123028392,16.33533123028392,15.435331230283921,31.94999999999999,10.5,20.157728706624596,5,True,NSE_FO|43887|09-04-2025:1903,6.794483686511943,12.594011636157232,-5.799527949645289,1.0,0.0,0.0,0.4,17.254734732537045,-2.4673025877855252,1.740501138952164,5,570
development,opposing_wing_decay,2025-04-08,2025-04-08 07:06:00+00:00,NSE_FO|43887|09-04-2025,2025-04-09,CE,23050.0,32.1,-5.295950155763249,-5.3959501557632485,-6.295950155763249,1.7999999999999972,6.850000000000001,5.6074766355140095,5,False,,30.864197530864203,26.69584245076586,4.168355080098344,1.0,0.0,1.0,1.0,39.05801059217921,-0.45076757605784223,2.859341928035405,1,756
development,opposing_wing_decay,2025-04-11,2025-04-11 04:00:00+00:00,NSE_FO|48199|17-04-2025,2025-04-17,PE,22800.0,222.6,-3.3018867924528275,-3.4018867924528275,-4.3018867924528275,8.400000000000006,11.599999999999994,3.77358490566038,5,False,,4.527421236872797,11.2073112073112,-6.679889970438403,1.0,0.0,0.375,0.125,9.90567182788935,668.2469135455249,0.9863844330522022,6,570
development,opposing_wing_decay,2025-04-16,2025-04-16 04:56:00+00:00,NSE_FO|48198|17-04-2025,2025-04-17,CE,22800.0,484.55,-1.8264369002167005,-1.9264369002167006,-2.8264369002167005,4.599999999999966,8.850000000000023,0.949334434010931,5,False,,1.2079831932773066,-1.1585807385952274,2.366563931872534,0.6,0.6,1.0,0.2,6.062352125316139,,0.9830508474576272,1,626
development,opposing_wing_decay,2025-04-21,2025-04-21 04:00:00+00:00,NSE_FO|79536|24-04-2025,2025-04-24,PE,24000.0,220.95,-14.958135324734096,-15.058135324734096,-15.958135324734096,0.6500000000000057,40.69999999999999,0.2941842045711725,5,False,,6.692344727973043,1.587701612903225,5.104643115069818,0.625,-0.25,0.625,0.25,15.863420565715547,-1685.596319782595,0.8385397460886056,3,570
development,opposing_wing_decay,2025-04-22,2025-04-22 04:01:00+00:00,NSE_FO|79529|24-04-2025,2025-04-24,CE,24000.0,190.55,16.47861453686695,16.378614536866948,15.47861453686695,38.599999999999994,1.5,20.25715035423773,5,True,NSE_FO|79529|24-04-2025:11116,2.7680730986293867,-7.2781655034895305,10.046238602118917,1.0,1.0,1.0,0.0,11.582175662731952,,0.5798525798525799,2,571
development,opposing_wing_decay,2025-04-23,2025-04-23 04:10:00+00:00,NSE_FO|79537|24-04-2025,2025-04-24,CE,24050.0,245.7,16.117216117216127,16.017216117216126,15.117216117216127,39.60000000000002,3.6999999999999886,16.117216117216127,5,True,NSE_FO|79537|24-04-2025:11138,4.134697357203754,-2.346938775510199,6.481636132713953,1.0,1.0,1.0,0.2,24.706125928632318,,0.9988674971687429,1,580
development,opposing_wing_decay,2025-04-24,2025-04-24 04:00:00+00:00,NSE_FO|52001|30-04-2025,2025-04-30,PE,24350.0,211.45,-21.849136911799473,-21.949136911799474,-22.849136911799473,0.8500000000000227,46.19999999999999,0.4019862851738107,5,False,,3.5151515151515156,6.597834298665317,-3.0826827835138015,0.75,-0.25,0.0,0.5,9.395880394223855,-525.4347011859682,1.3015873015873016,6,570
development,opposing_wing_decay,2025-04-25,2025-04-25 04:01:00+00:00,NSE_FO|51999|30-04-2025,2025-04-30,PE,24300.0,171.7,6.523005241700651,6.423005241700651,5.523005241700651,13.550000000000011,7.699999999999989,7.891671520093194,5,False,,11.79337231968811,0.3946569520340004,11.398715367654109,0.625,0.25,0.875,0.875,21.82053952146632,69.27976480928919,1.7603974269154832,5,571
development,opposing_wing_decay,2025-04-28,2025-04-28 04:00:00+00:00,NSE_FO|51990|30-04-2025,2025-04-30,CE,24250.0,83.4,23.50119904076738,23.401199040767377,22.50119904076738,30.39999999999999,4.700000000000003,36.45083932853716,5,True,NSE_FO|51990|30-04-2025:6512,15.273972602739727,8.611859838274928,6.6621127644647995,1.0,0.0,1.0,0.2,32.10843759922768,3.282995617897541,0.8657407407407407,2,570
development,opposing_wing_decay,2025-04-29,2025-04-29 04:00:00+00:00,NSE_FO|52001|30-04-2025,2025-04-30,PE,24350.0,65.4,-26.299694189602445,-26.399694189602446,-27.299694189602445,1.1899999999999977,23.900000000000006,1.8195718654434214,5,False,,44.77546549835707,29.36507936507935,15.410386133277722,0.625,0.0,0.875,0.875,66.52528981318491,-1.7708345857427048,2.9444775329230364,1,570
development,opposing_wing_decay,2025-04-30,2025-04-30 04:00:00+00:00,NSE_FO|51994|30-04-2025,2025-04-30,CE,24300.0,54.55,2.383134738771777,2.283134738771777,1.3831347387717772,7.75,8.849999999999994,14.207149404216315,5,False,,100.0,33.08383233532937,66.91616766467064,1.0,0.0,1.0,1.0,146.4120054570259,4.1729834477228,1.6163960919709102,0,570
development,opposing_wing_decay,2025-05-02,2025-05-02 04:00:00+00:00,NSE_FO|38606|08-05-2025,2025-05-08,CE,24400.0,296.0,0.13175675675675216,0.03175675675675216,-0.8682432432432479,10.25,17.75,3.4628378378378377,5,False,,32.29213483146069,30.09764229578471,2.194492535675984,1.0,0.0,1.0,0.6,59.83863616007008,0.8679753440083005,1.4278996865203761,6,570
development,opposing_wing_decay,2025-05-05,2025-05-05 04:00:00+00:00,NSE_FO|38606|08-05-2025,2025-05-08,CE,24400.0,162.55,-6.64410950476777,-6.74410950476777,-7.64410950476777,2.6499999999999773,25.5,1.63026760996615,5,False,,9.006959314775177,0.3602676273803507,8.646691687394826,1.0,0.0,1.0,0.8,12.935530743346602,-6.225251036448753,1.3431893881844212,3,570
development,opposing_wing_decay,2025-05-06,2025-05-06 04:00:00+00:00,NSE_FO|38604|08-05-2025,2025-05-08,CE,24350.0,142.1,15.059817030260383,14.959817030260384,14.059817030260383,22.400000000000006,0.19999999999998863,15.763546798029562,5,False,,2.1637216011539895,-4.448275862068963,6.611997463222952,1.0,1.0,1.0,0.4,11.531215596350153,,0.9952718676122931,2,570
development,opposing_wing_decay,2025-05-07,2025-05-07 04:00:00+00:00,NSE_FO|38606|08-05-2025,2025-05-08,CE,24400.0,102.9,15.45189504373177,15.351895043731771,14.45189504373177,21.0,8.150000000000006,20.40816326530612,5,False,,32.47863247863248,47.98449612403102,-15.505863645398541,1.0,0.0,0.0,0.4,45.86062761245242,-0.11082719315527356,1.4355122915592229,1,570
development,opposing_wing_decay,2025-05-08,2025-05-08 04:00:00+00:00,NSE_FO|38607|08-05-2025,2025-05-08,PE,24400.0,47.6,9.033613445378146,8.933613445378146,8.033613445378146,8.299999999999997,2.3500000000000014,17.43697478991596,5,False,,34.273624823695336,30.070143336383047,4.203481487312288,0.625,-0.25,0.625,0.75,58.13950253572689,-916.0571436467144,1.8810438253483865,0,570
development,opposing_wing_decay,2025-05-09,2025-05-09 04:00:00+00:00,NSE_FO|46251|15-05-2025,2025-05-15,PE,24050.0,250.65,7.719928186714539,7.61992818671454,6.719928186714539,23.849999999999994,6.900000000000006,9.515260323159783,5,False,,5.281911548941509,-0.45981607357057364,5.741727622512083,1.0,0.5,1.0,0.125,11.14636988931671,-868.9690199987745,1.103308076141194,6,570
development,opposing_wing_decay,2025-05-12,2025-05-12 05:28:00+00:00,NSE_FO|46251|15-05-2025,2025-05-15,PE,24050.0,30.65,-2.9363784665579074,-3.0363784665579074,-3.9363784665579074,0.7000000000000028,1.3499999999999979,2.283849918433941,5,False,,10.035842293906816,1.058201058201047,8.977641235705768,0.625,-0.125,0.625,1.0,11.352720915323022,-1322.490739788358,8.065217391304348,3,658
development,opposing_wing_decay,2025-05-13,2025-05-13 04:02:00+00:00,NSE_FO|46251|15-05-2025,2025-05-15,PE,24050.0,30.0,-29.166666666666668,-29.26666666666667,-30.166666666666668,0.6000000000000014,9.350000000000001,2.000000000000005,5,False,,51.12219451371571,32.619047619047635,18.503146894668077,0.625,-0.125,0.875,0.75,64.8851584430093,-120.92655053833369,1.3665926075540296,2,572
development,opposing_wing_decay,2025-05-15,2025-05-15 04:20:00+00:00,NSE_FO|46248|15-05-2025,2025-05-15,CE,24050.0,467.75,5.034740780331376,4.934740780331376,4.034740780331376,43.14999999999998,0.0,9.225013361838585,5,True,NSE_FO|46248|15-05-2025:3499,8.114942528735636,-0.33493824576092956,8.449880774496565,0.8,0.6,0.8,0.6,33.64685742235266,89.28346920872718,1.5675675675675675,0,590
development,opposing_wing_decay,2025-05-16,2025-05-16 04:00:00+00:00,NSE_FO|49255|22-05-2025,2025-05-22,CE,25050.0,201.2,-10.735586481113318,-10.835586481113317,-11.735586481113318,16.80000000000001,28.25,8.349900596421477,5,False,,10.80786026200875,7.393871239808836,3.4139890221999147,1.0,0.0,1.0,1.0,25.775786135137757,5.071950808043766,2.6767740372971662,6,570
development,opposing_wing_decay,2025-05-19,2025-05-19 04:01:00+00:00,NSE_FO|49258|22-05-2025,2025-05-22,CE,25100.0,147.0,-12.925170068027212,-13.025170068027212,-13.925170068027212,0.0,22.049999999999997,0.0,5,False,,7.908351810790837,-0.8960573476702538,8.804409158461091,1.0,0.8,1.0,1.0,16.26260882973629,103.61234052555665,2.230163111668758,3,571
development,opposing_wing_decay,2025-05-20,2025-05-20 04:00:00+00:00,NSE_FO|49263|22-05-2025,2025-05-22,PE,25150.0,276.14,-2.060548996885637,-2.160548996885637,-3.060548996885637,6.0,20.839999999999975,2.172810893025277,5,False,,5.816640986132504,6.083349792613069,-0.2667088064805645,0.75,0.125,0.5,1.0,19.497668952874758,470.9748111317458,1.6676923076923076,2,570
development,opposing_wing_decay,2025-05-21,2025-05-21 04:00:00+00:00,NSE_FO|49245|22-05-2025,2025-05-22,CE,25000.0,34.65,36.7965367965368,36.6965367965368,35.7965367965368,16.6,0.6999999999999957,47.90764790764791,5,False,,9.569377990430628,14.401294498381878,-4.8319165079512505,1.0,0.0,0.16666667,0.33333334,13.078433617856234,12.182072995921772,0.9739434381951064,1,570
development,opposing_wing_decay,2025-05-22,2025-05-22 04:00:00+00:00,NSE_FO|49237|22-05-2025,2025-05-22,PE,24950.0,410.0,-1.719512195121954,-1.8195121951219542,-2.719512195121954,26.100000000000023,8.5,6.365853658536591,5,True,NSE_FO|49237|22-05-2025:4987,9.121216162154955,-2.832189644416727,11.953405806571682,0.875,0.75,0.75,0.625,27.050509091447882,-1305.4011342726626,0.6865342163355408,0,570
development,opposing_wing_decay,2025-05-23,2025-05-23 04:00:00+00:00,NSE_FO|61688|29-05-2025,2025-05-29,PE,24600.0,140.4,-14.458689458689467,-14.558689458689466,-15.458689458689467,0.5999999999999943,20.650000000000006,0.42735042735042333,5,False,,4.571854058078917,1.1667293940534451,3.4051246640254718,0.625,-0.125,0.625,0.5,6.869648175725973,-2035.1839942354418,0.9321050835892187,6,570
development,opposing_wing_decay,2025-05-26,2025-05-26 04:00:00+00:00,NSE_FO|61691|29-05-2025,2025-05-29,CE,24700.0,462.0,0.1298701298701348,0.029870129870134793,-0.8701298701298652,7.0,11.149999999999977,1.5151515151515151,5,False,,4.996052779970683,5.7265652224416375,-0.7305124424709541,1.0,0.0,0.0,0.4,16.18026330628647,4.034297734306165,1.4630872483221478,3,570
development,opposing_wing_decay,2025-05-27,2025-05-27 04:01:00+00:00,NSE_FO|61687|29-05-2025,2025-05-29,CE,24600.0,348.25,2.627422828427847,2.527422828427847,1.627422828427847,22.44999999999999,6.649999999999977,6.446518305814784,5,False,,1.0845986984815648,-2.7520319406815874,3.836630639163152,0.8,0.8,1.0,1.0,7.756560572985138,,2.284900284900285,2,571
development,opposing_wing_decay,2025-05-28,2025-05-28 04:00:00+00:00,NSE_FO|61724|29-05-2025,2025-05-29,PE,24750.0,175.05,-13.53898886032563,-13.638988860325629,-14.53898886032563,1.549999999999983,26.950000000000017,0.885461296772341,5,False,,5.436081242532853,8.09863642156239,-2.6625551790295363,0.625,0.0,0.125,0.75,17.930339395954988,-11.390152361454966,2.8205079243841893,1,570
development,opposing_wing_decay,2025-05-29,2025-05-29 04:00:00+00:00,NSE_FO|61693|29-05-2025,2025-05-29,CE,24750.0,101.2,-14.871541501976282,-14.971541501976281,-15.871541501976282,1.7999999999999972,24.11,1.7786561264822105,5,False,,6.498951781970641,-5.3046218487394885,11.80357363071013,1.0,0.8,1.0,0.4,30.408201345670463,121.61625518036817,1.2038991311718585,0,570
development,opposing_wing_decay,2025-05-30,2025-05-30 04:00:00+00:00,NSE_FO|40476|05-06-2025,2025-06-05,PE,24700.0,137.4,2.0742358078602576,1.9742358078602575,1.0742358078602576,5.25,10.600000000000009,3.820960698689956,5,False,,5.038167938931304,4.886769964243154,0.15139797468814997,0.75,0.0,0.25,0.625,7.866258183608766,-91.76188617506341,1.1591370090355892,6,570
development,opposing_wing_decay,2025-06-02,2025-06-02 04:00:00+00:00,NSE_FO|40475|05-06-2025,2025-06-05,CE,24700.0,138.0,-10.434782608695656,-10.534782608695656,-11.434782608695656,0.25,20.700000000000003,0.18115942028985507,5,False,,3.0665669409125185,3.2559880239520833,-0.18942108303956484,0.8333333,0.0,0.16666667,0.0,10.466566940912514,0.31643881964555476,0.7266096226679759,3,570
development,opposing_wing_decay,2025-06-03,2025-06-03 04:00:00+00:00,NSE_FO|40476|05-06-2025,2025-06-05,PE,24700.0,257.15,-4.822088275325677,-4.9220882753256765,-5.822088275325677,7.600000000000023,18.649999999999977,2.9554734590705904,5,False,,17.003405221339385,7.149383280036559,9.854021941302825,0.625,0.0,0.625,1.0,23.230688962555767,-2.0976404099674255,3.0172246267997527,2,570
development,opposing_wing_decay,2025-06-04,2025-06-04 04:00:00+00:00,NSE_FO|40479|05-06-2025,2025-06-05,PE,24750.0,220.0,8.022727272727275,7.9227272727272755,7.022727272727275,22.0,5.5,10.0,5,False,,6.461686283929846,1.4925373134328401,4.969148970497006,0.875,0.125,0.75,0.75,23.21653637211327,-593.225959330317,2.3618233618233617,1,570
development,opposing_wing_decay,2025-06-05,2025-06-05 04:00:00+00:00,NSE_FO|40475|05-06-2025,2025-06-05,CE,24700.0,68.75,33.45454545454545,33.35454545454545,32.45454545454545,23.650000000000006,3.25,34.400000000000006,5,False,,24.524886877828056,106.16438356164383,-81.63949668381578,1.0,0.0,0.0,1.0,34.058637747695826,2.659691928201937,1.223821509738276,0,570
development,opposing_wing_decay,2025-06-06,2025-06-06 04:00:00+00:00,NSE_FO|44859|12-06-2025,2025-06-12,PE,24850.0,233.2,5.89622641509434,5.79622641509434,4.89622641509434,19.80000000000001,5.899999999999977,8.490566037735855,5,False,,5.760943524608764,1.7532325224632883,4.007711002145475,0.625,0.0,0.875,0.625,16.668031295449758,6.966074043397384,1.412639405204461,6,570
development,opposing_wing_decay,2025-06-09,2025-06-09 04:00:00+00:00,NSE_FO|44853|12-06-2025,2025-06-12,PE,24700.0,41.5,-6.265060240963859,-6.365060240963858,-7.265060240963859,0.04999999999999716,6.149999999999999,0.12048192771083653,5,False,,25.150602409638534,6.02739726027397,19.123205149364566,0.625,0.0,0.75,0.625,32.07791518496893,4.145612633124983,1.9504159459682069,3,570
development,opposing_wing_decay,2025-06-10,2025-06-10 04:00:00+00:00,NSE_FO|44859|12-06-2025,2025-06-12,PE,24850.0,47.8,-19.560669456066933,-19.660669456066934,-20.560669456066933,0.3500000000000014,13.199999999999996,0.7322175732217604,5,False,,65.57093425605538,49.155405405405396,16.415528850649984,0.625,0.0,0.75,1.0,83.41813499839995,0.6440811386128189,5.1159128978224455,2,570
development,opposing_wing_decay,2025-06-11,2025-06-11 04:00:00+00:00,NSE_FO|44854|12-06-2025,2025-06-12,CE,24750.0,380.0,0.5263157894736842,0.4263157894736842,-0.4736842105263158,13.550000000000011,10.449999999999989,3.5657894736842137,5,False,,3.2755561621400364,5.399387698302238,-2.1238315361622018,1.0,0.0,0.0,0.6,11.78619446001239,-12.168270889786072,6.254237288135593,1,570
development,opposing_wing_decay,2025-06-12,2025-06-12 04:02:00+00:00,NSE_FO|44852|12-06-2025,2025-06-12,CE,24700.0,480.85,-1.258188624311118,-1.358188624311118,-2.258188624311118,12.149999999999977,7.100000000000023,2.526775501715707,5,False,,2.877313081613009,1.3675213675213627,1.5097917140916461,1.0,0.0,1.0,0.8,5.818489552201244,-1.6763616047392134,1.7471264367816093,0,572
development,opposing_wing_decay,2025-06-13,2025-06-13 04:01:00+00:00,NSE_FO|50992|19-06-2025,2025-06-19,PE,24550.0,162.25,0.33898305084746466,0.23898305084746466,-0.6610169491525353,21.19999999999999,3.25,13.066255778120178,5,False,,2.136349355953504,-2.2434938677834304,4.379843223736934,1.0,0.625,1.0,0.125,8.479926976126873,-651.4825548203844,0.8177777777777778,6,571
development,opposing_wing_decay,2025-06-16,2025-06-16 04:00:00+00:00,NSE_FO|50992|19-06-2025,2025-06-19,PE,24550.0,67.75,1.69741697416975,1.59741697416975,0.69741697416975,1.5,6.75,2.214022140221402,5,False,,2.1068472535741067,-1.4903129657228065,3.597160219296913,1.0,0.625,1.0,0.625,8.208595068805057,-302.4226178684403,1.5972222222222223,3,570
development,opposing_wing_decay,2025-06-17,2025-06-17 04:01:00+00:00,NSE_FO|50985|19-06-2025,2025-06-19,CE,24450.0,465.55,-2.8031360756094967,-2.903136075609497,-3.8031360756094967,15.550000000000011,13.050000000000011,3.3401353238105487,5,False,,2.8839779005524813,-6.0320855614973246,8.916063462049806,1.0,1.0,1.0,0.6,15.173540190114764,,1.1,2,571
development,opposing_wing_decay,2025-06-18,2025-06-18 04:00:00+00:00,NSE_FO|50989|19-06-2025,2025-06-19,CE,24500.0,415.0,5.566265060240969,5.4662650602409695,4.566265060240969,24.5,5.449999999999989,5.903614457831325,5,False,,3.17715415997033,4.576163161249203,-1.3990090012788725,1.0,0.0,0.2,0.2,14.678751604059793,-3.0674238348619838,0.9963702359346642,1,570
development,opposing_wing_decay,2025-06-19,2025-06-19 04:01:00+00:00,NSE_FO|50991|19-06-2025,2025-06-19,CE,24550.0,272.9,2.6200073286918415,2.5200073286918414,1.6200073286918415,20.0,6.399999999999977,7.328691828508611,5,False,,1.7250973845297723,-1.472727272727281,3.1978246572570534,0.85714287,0.57142854,0.71428573,0.2857143,21.908583623061894,102.00012008326667,1.1925675675675675,0,571
development,opposing_wing_decay,2025-06-20,2025-06-20 04:00:00+00:00,NSE_FO|62396|26-06-2025,2025-06-26,PE,24900.0,182.9,-0.9841443411700445,-1.0841443411700444,-1.9841443411700443,16.049999999999983,4.349999999999994,8.775287042099498,5,False,,1.2795549374130744,2.9615278162192116,-1.6819728788061372,0.625,0.0,0.375,0.0,8.7762082171989,-16.56873492180239,0.45227820433783555,6,570
