combination_id,sma,entry_rsi,exit_rsi,rsi_type,execution_lane,completed_trades,expectancy,profit_factor,CAGR,maximum_drawdown,positive_fold_percentage,best_five_trade_concentration,base_cost_expectancy,cost_1_5x_expectancy,cost_2x_expectancy
c96bf07d5e59eb8cd08c68d76c2542be104dfa9e5b24f66cb47043aefffa173d,250,10.0,90.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,99,0.003622989420548419,1.3822244869733062,0.018364369356983268,-0.24373624951404238,0.8333333333333334,57.58122077841522,0.003622989420548419,0.0033229894205484196,0.0030229894205484192
ca5a8c65377af4c70461edda5f6355a285130aed844dab8b4d078d77e7bedfca,200,10.0,70.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,130,0.0014353010902005735,1.2016436535281956,0.007730863088174056,-0.26814338406016036,0.8333333333333334,122.29901159249911,0.0014353010902005735,0.0011353010902005742,0.0008353010902005756
cc62a4520f480a6fae80324a1c2160d65ab2c7e2760cb579a3298eb5cb8c7cf6,150,20.0,90.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,122,0.0033249547378410497,1.3325728846952014,0.02076183616847893,-0.2592742972155765,0.8333333333333334,56.70747432748461,0.0033249547378410497,0.003024954737841051,0.0027249547378410508
ccaf654d0b12a7cd6d0ba907064490c18e42d9007d67e50e925c36c86b1b507b,150,10.0,70.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,295,0.0008947215085345994,1.1716572900708706,0.014280391186876296,-0.2197010641960705,0.6666666666666666,60.11561462401315,0.0008947215085345994,0.0005947215085346002,0.00029472150853459997
ce4148b531c8c9d72a16b1dfdd4df6a05a1e0bdd9de9c6f834671664f120b5d5,200,5.0,70.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,290,0.0009832566558365503,1.1920044833170047,0.015706635407247926,-0.18626594609240443,0.6666666666666666,54.07248418157601,0.0009832566558365503,0.0006832566558365519,0.00038325665583655125
cf01c002c60e22abd8f8ccdf8e4c6e248a4ad49cc3d2094794e039c91e6c7c33,200,20.0,85.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,303,-6.589187363955969e-05,0.9897765288420753,-0.007550614645312703,-0.3648725179953147,0.5,0.0,-6.589187363955969e-05,-0.00036589187363955856,-0.000665891873639559
cf99686504e899190ccba948033549fc4a5138db81174953b1423c41fcb34bff,250,5.0,80.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,74,0.002558175612224291,1.296749537352751,0.008651944027965763,-0.2642597914120295,0.5,119.54880449293476,0.002558175612224291,0.0022581756122242906,0.0019581756122242903
d076327c0c505118f9eb8d4e17b01e9b6af8de70dffa6af9b1839a1178b9cb41,150,10.0,70.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,120,0.0026244782411271685,1.413783032886789,0.016616180092114963,-0.23823158496789798,1.0,52.96921743300268,0.0026244782411271685,0.0023244782411271695,0.002024478241127168
d44abad4aacb440c0d3765b6379b8d13f79a5325df46d595460a392cb480274c,250,15.0,80.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,304,0.00019126253558356628,1.0310287780921428,-0.0023132185705522224,-0.31346975195789595,0.6666666666666666,0.0,0.00019126253558356628,-0.00010873746441643323,-0.0004087374644164328
d454fa869a7c8cd68e79be3c474c4947b8047a31c89b5ef40940cd941d11a3f9,150,5.0,80.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,276,0.00034013053945555305,1.055799770208074,0.00016264308517111026,-0.3289818689897306,0.6666666666666666,5944.140867084609,0.00034013053945555305,4.013053945555389e-05,-0.00025986946054444614
d4d2f82a7a16e43f825872a1bb1c8a9d56983e1bf0e4c2d98866aa4ddf1b146a,250,10.0,85.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,287,6.314938085238801e-06,1.0009762825193276,-0.00601765862686976,-0.3281655555305729,0.6666666666666666,0.0,6.314938085238801e-06,-0.00029368506191476055,-0.000593685061914761
d561f10aef3434430e79047721cde99b58ab8fedcd2e8504b07a10d5dcd1820b,200,15.0,80.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,145,0.001781475762669236,1.2528553138967062,0.012010959847425395,-0.26262044163007847,0.8333333333333334,74.33256485397598,0.001781475762669236,0.001481475762669236,0.001181475762669236
d63e553de7848be0fb618900d9405fb74c06c30310a80a3c535ee9bb9abcb315,250,5.0,70.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,300,0.0007964962831865333,1.1558456069481595,0.012981526523502929,-0.15646032941905264,0.6666666666666666,69.46290283384963,0.0007964962831865333,0.0004964962831865344,0.00019649628318653403
d88d99dd08131d2f59039da14dbac849eb04b2c25f4d102379c11938b7995d29,250,15.0,85.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,296,0.00012939781373225737,1.0201748198440204,-0.0038366174681293552,-0.3367242320750684,0.6666666666666666,0.0,0.00012939781373225737,-0.00017060218626774152,-0.00047060218626774133
d98cad0fc79b7f10801f888c4bf8850a18df84917aab8cce012dacf3195b1fac,150,20.0,70.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,190,0.0017276008273077058,1.2787605450409505,0.016637136344601844,-0.27079634819740717,0.8333333333333334,51.4693080282354,0.0017276008273077058,0.001427600827307705,0.0011276008273077049
dd5a1e724b9e5b50d19df9c8e3bddf41b6a617c9e075b607ed97455d8e50642e,200,20.0,90.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,287,-0.00018502802169387142,0.9728803778024392,-0.009772158709982492,-0.39433806110503256,0.5,0.0,-0.00018502802169387142,-0.00048502802169387,-0.0007850280216938701
dd8710e7020293594b99111220ee4dfa09a5d3a4737e5df0a2f858faede77c97,200,15.0,70.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,163,0.000765042476817949,1.113481599817655,0.0036771500751460184,-0.29299120196774187,0.5,247.62039543049767,0.000765042476817949,0.000465042476817949,0.00016504247681795
e08bd38365496b6d38f7fc28afeb542456506dc86ce541b1ec274b64eb348e59,200,20.0,90.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,125,0.00038109126197295094,1.0347262419276215,-0.0019284400204671037,-0.28232553911869773,0.6666666666666666,0.0,0.00038109126197295094,8.10912619729516e-05,-0.00021890873802704925
e3da42b246815c3f82f57a4eaaa1d076bc73b3fabadaa2aab7d5534d939ce54d,250,5.0,85.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,282,5.375084675206485e-05,1.0084465731340284,-0.005078395534555358,-0.33405412227028686,0.6666666666666666,0.0,5.375084675206485e-05,-0.0002462491532479348,-0.0005462491532479345
e526206344c97810e39e13c7ea86226ccb2a5b65d74d5ca4e623a561daa15706,200,10.0,90.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,262,-0.00035417014758234576,0.9492872716868727,-0.01200953970945573,-0.395023747144859,0.3333333333333333,0.0,-0.00035417014758234576,-0.0006541701475823455,-0.0009541701475823458
e56840e26b8453e0929e2c6f107b4472fbbb245a2d9cec69589c4aec806abe20,200,5.0,85.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,67,0.004276487998789975,1.5840719801107659,0.01674909875015862,-0.10807448516973972,0.5,64.72242205773088,0.004276487998789975,0.003976487998789976,0.0036764879987899765
e59abde53810552f65d5e944fa86e81d0115f88c193c13123fb7fa1bcdbdb42b,150,10.0,85.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,102,0.003430456793718583,1.4739882448509622,0.018309255036994987,-0.2750993345534939,0.6666666666666666,47.293921240759076,0.003430456793718583,0.0031304567937185824,0.002830456793718583
e6cc3f1b6de0f5575cee81d4539df3e4328d6e22bfec2c02a988f0fafd6fe7e5,200,10.0,80.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,122,0.0022976901434154065,1.3118413095301997,0.013377730535877541,-0.27608152473238623,0.6666666666666666,78.07474106667497,0.0022976901434154065,0.001997690143415407,0.0016976901434154058
e8447cdb01dbd60cc4711b90c8f0738bcec0a56b09081da10d7c3b451740af1e,200,20.0,80.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,172,0.00011549909462738048,1.0144515085524908,-0.004151203315335472,-0.375194103202367,0.5,0.0,0.00011549909462738048,-0.00018450090537261925,-0.00048450090537261907
e90d925f3746a6d64d381e7ff2a980b2cfddb26e1fa7ebb46cdee70d72ae3d0d,250,10.0,80.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,295,3.3645133744587474e-05,1.0054043181922987,-0.005237001744573866,-0.3258317828891649,0.5,0.0,3.3645133744587474e-05,-0.000266354866255412,-0.0005663548662554122
ea9a61d5d084dfedac9cafba485503eabe2a523dc3437e3372c966fa5cd99b5c,200,15.0,85.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,127,-0.00017375336358477472,0.9812367810689321,-0.005776499578349248,-0.2957029075048586,0.5,0.0,-0.00017375336358477472,-0.00047375336358477545,-0.0007737533635847764
eb04b8288f1fdff7a8110513bec2a9adaebff8ade26aa40c650e09c3283458cf,250,20.0,70.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,207,0.0011662153208587252,1.1734087677270983,0.010887085031675348,-0.27120812186035326,0.8333333333333334,83.709189415753,0.0011662153208587252,0.0008662153208587258,0.000566215320858725
ed1a6e1555dd66b492384df701d2fad2552490ac8b5910a26919128d184820bd,250,10.0,70.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,133,0.001586852969154432,1.2321267013356343,0.009292252167339976,-0.2740739537656751,0.6666666666666666,106.72965062368176,0.001586852969154432,0.0012868529691544323,0.0009868529691544339
eddd7184798476f1b68b6c5be513d2df815705ea3cead8637e76628c2cfe36c6,250,10.0,80.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,295,-5.7827885732923855e-05,0.9908403069258063,-0.007141554326585808,-0.33804937058267437,0.5,0.0,-5.7827885732923855e-05,-0.00035782788573292306,-0.0006578278857329235
ee563b39b29a587da416dc11ed15c0e14156e5aeaf2a55fd8b074ac387358e12,200,10.0,90.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,99,0.003303144391251196,1.3416220106800294,0.016369745793018753,-0.24667130453452202,1.0,61.39580501581637,0.003303144391251196,0.0030031443912511974,0.0027031443912511966
f0e3a89f68bcde79bb032d67aba0f1b5d6ab9cfa31f8f8014ea4f296ed9b5a50,250,15.0,70.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,315,0.0008703973678263026,1.1697005388227386,0.014900755836111612,-0.19039562891035822,0.6666666666666666,51.07967248838244,0.0008703973678263026,0.0005703973678263035,0.00027039736782630286
f1a8a04d0d3395249d8d8ba8e2b37f89b974fcce51da14cb81a7e79ca0637cae,200,5.0,90.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,60,0.003351983394291452,1.293475137252166,0.00916460887284587,-0.268037667402385,0.5,147.38959585885553,0.003351983394291452,0.0030519833942914522,0.002751983394291451
f25da57baefd125ce34c4d44240bb2d2bbc6a4a45043a13008e2a6e69c181059,250,20.0,70.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,333,0.0008404985208616046,1.163655495859255,0.015137412574796727,-0.16270248701559398,0.6666666666666666,55.05918037566009,0.0008404985208616046,0.0005404985208616058,0.00024049852086160538
f4fc9c1d2558eed186fb361996a1f772cba3ad7d5a5bf27008c6abbb5cf60ecc,250,20.0,80.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,321,0.00031217341643116376,1.0520173616699708,0.00022706084247414715,-0.31705824116031667,0.6666666666666666,4464.471338425381,0.00031217341643116376,1.2173416431164273e-05,-0.00028782658356883565
f5264301017de226280847372f295e0ac7d6acc6fbe4c82744db1fca39a21261,150,20.0,80.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,305,0.000293071497219638,1.049068134213294,-0.0002860627513188163,-0.35912352602126396,0.6666666666666666,0.0,0.000293071497219638,-6.92850278036155e-06,-0.0003069285027803613
f53c656714321c8373634e74b9c476781f6a657b5d9bf3ff6339ab5eea74e9bc,200,15.0,70.0,SIMPLE_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,305,0.0007076809804543304,1.1328951381983041,0.011239028708881493,-0.19707806796460914,0.8333333333333334,79.75070783655576,0.0007076809804543304,0.0004076809804543314,0.00010768098045433111
f6566fd5b4266379b1fb869bb11356d6443806a503f655ed14d4f4849e523f59,150,5.0,90.0,WILDER_RSI_2,NEXT_OPEN_EXECUTABLE,55,0.005185624454110019,1.4771060687036464,0.014576047202614406,-0.268037667402385,0.6666666666666666,88.91052858222565,0.005185624454110019,0.004885624454110018,0.004585624454110017
f6b4bec4657849a9a8381e55f7fa1abce2467e61c0ec2cc17f1f8e2a12b79841,200,20.0,70.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,198,0.0004038817957916278,1.0583323073343298,0.0004241640077569109,-0.32899484997955963,0.6666666666666666,2479.118540947393,0.0004038817957916278,0.00010388179579162843,-0.0001961182042083724
f817cd2deb6a3f71dd3f86d2f589ee4c105c8d74afa3a150e8ef65f8848fb3b2,200,5.0,90.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,60,0.0013923762839594916,1.1160359335665886,0.001753890642276268,-0.2804509625463364,0.5,752.5888882097147,0.0013923762839594916,0.0010923762839594924,0.0007923762839594908
fb14b4cd8e88404c6692091dcd33f30f12650c61e5343eea1057861f00adc375,150,20.0,90.0,WILDER_RSI_2,SAME_CLOSE_THEORETICAL_PROXY,122,0.0018273776430511941,1.1752460385561327,0.009131172216030103,-0.2792224564399546,0.6666666666666666,126.15511747239727,0.0018273776430511941,0.0015273776430511953,0.0012273776430511934
fbb8914a21466609105ba57c4e96b4732f801cf98c6135bf5eb0fdd33c2b5f2f,200,5.0,80.0,SIMPLE_RSI_2,NEXT_OPEN_EXECUTABLE,279,0.0001280184370185375,1.0205386196538662,-0.0035570544935960013,-0.3478675032077251,0.6666666666666666,0.0,0.0001280184370185375,-0.00017198156298146134,-0.00047198156298146126
