partition_label,analysis_type,test_start,test_end,fixed_parameters,test_trades,test_expectancy,test_profit_factor,test_drawdown,test_verdict,source_data_hash,parameter_selection_hash
2010_2012,CHRONOLOGICAL_OUT_OF_SAMPLE_PARTITION_ANALYSIS,2010-10-21,2012-12-20,"rsi=2,entry=15,exit=85,sma=200",13,-0.005612972204083275,0.5630404345337309,-0.14705881943422228,PARTITION_NON_POSITIVE,4f73bddb34e003074502c01191020adbade8b87ce095f4e722c49101db5a9d5d,NO_TRAINING_SELECTION_FIXED_HYPOTHESIS
2013_2015,CHRONOLOGICAL_OUT_OF_SAMPLE_PARTITION_ANALYSIS,2013-01-14,2015-09-15,"rsi=2,entry=15,exit=85,sma=200",28,0.002112845976056411,1.245042910586735,-0.10531972163770675,PARTITION_POSITIVE,4f73bddb34e003074502c01191020adbade8b87ce095f4e722c49101db5a9d5d,NO_TRAINING_SELECTION_FIXED_HYPOTHESIS
2016_2018,CHRONOLOGICAL_OUT_OF_SAMPLE_PARTITION_ANALYSIS,2016-06-13,2018-12-17,"rsi=2,entry=15,exit=85,sma=200",24,0.002206320992601558,1.3120179012000146,-0.09026483457269108,PARTITION_POSITIVE,4f73bddb34e003074502c01191020adbade8b87ce095f4e722c49101db5a9d5d,NO_TRAINING_SELECTION_FIXED_HYPOTHESIS
2019_2021,CHRONOLOGICAL_OUT_OF_SAMPLE_PARTITION_ANALYSIS,2019-01-24,2021-12-29,"rsi=2,entry=15,exit=85,sma=200",28,-0.0011662166254078666,0.9026268875881612,-0.24371930702201072,PARTITION_NON_POSITIVE,4f73bddb34e003074502c01191020adbade8b87ce095f4e722c49101db5a9d5d,NO_TRAINING_SELECTION_FIXED_HYPOTHESIS
2022_2024,CHRONOLOGICAL_OUT_OF_SAMPLE_PARTITION_ANALYSIS,2022-01-20,2025-01-03,"rsi=2,entry=15,exit=85,sma=200",27,0.002689849441450835,1.3942142174896042,-0.09277503845191881,PARTITION_POSITIVE,4f73bddb34e003074502c01191020adbade8b87ce095f4e722c49101db5a9d5d,NO_TRAINING_SELECTION_FIXED_HYPOTHESIS
2025_2027,CHRONOLOGICAL_OUT_OF_SAMPLE_PARTITION_ANALYSIS,2025-06-04,2025-12-23,"rsi=2,entry=15,exit=85,sma=200",7,0.007802077096857362,4.636446311832569,-0.015018656950961273,PARTITION_POSITIVE,4f73bddb34e003074502c01191020adbade8b87ce095f4e722c49101db5a9d5d,NO_TRAINING_SELECTION_FIXED_HYPOTHESIS
