expired_instrument_key,expiry,option_type,strike,timestamp,session,minute_of_day,days_to_expiry,premium_band,open,high,low,close,volume,open_interest,entry_price_next_open,prior_5m_return_pct,prior_10m_range_pct,prior_5m_volume_ratio,transition_compression_to_lift,transition_put_call_selloff_or_lift,transition_volume_participation,session_id,expiry_id,previous_return,previous_close,previous_volume_ratio,previous_open_interest,return_acceleration,volume_acceleration,oi_change_ratio,bar_acceptance,positive_return,positive_acceleration,volume_participating,positive_weight,weighted_strike_numerator,surface_count,breadth_positive,breadth_acceleration,breadth_volume,surface_median_return,surface_median_acceleration,surface_return_dispersion,breadth_delta,acceleration_breadth_delta,directional_mass_shift,compression_transition_breadth,put_call_transition_breadth,participation_transition_breadth,mirror_return,mirror_acceleration,mirror_volume_ratio,option_asymmetry,mechanism,score,forward_mfe_points,forward_mae_points,forward_close_change_points,forward_expansion_pct,label_horizon_minutes,is_expansion_event,move_cluster_id,gross_return_pct,net_return_pct,stress_return_pct,fold_id,partition
NSE_FO|43899|09-04-2025,2025-04-09,PE,23250.0,2025-04-03 04:15:00+00:00,2025-04-03,585,6,3,164.1,171.15,162.05,170.3,95775,768450,170.35,9.870967741935498,12.601291837933063,1.4017563117453349,False,True,False,2025-04-03,2025-04-09,5.064102564102568,163.9,1.048298572996707,732375.0,4.80686517783293,0.35345773874862796,0.04925755248335893,False,1.0,1.0,1.0,113.21770411805313,2632311.6207447355,5,1.0,1.0,1.0,9.870967741935498,5.346074436000836,0.3522328096073813,0.0,0.0,4.922497564108198,0.0,1.0,0.0,-10.437654830718424,-3.965432608496201,1.2796092796092795,20.308622572653924,surface_breadth_impulse_continuation,25.465926828423186,3.5,12.5,-5.349999999999994,2.0545934840035223,5,False,,-3.140592896976809,-3.240592896976809,-4.140592896976809,fold_1,research_oof
NSE_FO|54713|03-04-2025,2025-04-03,PE,23500.0,2025-04-03 04:46:00+00:00,2025-04-03,616,0,4,240.0,246.9,233.1,244.2,104700,3269400,245.0,1.749999999999985,11.015561015561017,1.330791229742612,False,False,False,2025-04-03,2025-04-03,-1.9096509240246418,238.85,1.8252118644067796,3269400.0,3.6596509240246267,-0.4944206346641675,0.0,False,1.0,1.0,1.0,20.228011908844763,475358.2798578519,8,0.625,0.75,0.875,1.6606980186745557,2.6691687048674693,7.212115526205167,0.5,0.0,-972.807092875275,0.0,0.125,0.25,-9.842519685039374,-9.842519685039374,0.900778080734189,11.59251968503936,surface_breadth_impulse_continuation,16.08486841649964,1.25,17.5,-17.19999999999999,0.5102040816326531,5,False,,-7.0204081632653015,-7.120408163265301,-8.020408163265301,fold_1,research_oof
NSE_FO|43899|09-04-2025,2025-04-09,PE,23250.0,2025-04-04 04:15:00+00:00,2025-04-04,585,5,4,262.25,273.25,260.85,264.3,141825,1411350,264.2,13.069518716577555,21.490730230798338,1.71441523118767,False,True,True,2025-04-04,2025-04-09,16.25637613661568,262.1,1.3907524932003625,1467825.0,-3.1868574200381232,0.3236627379873074,-0.0384752950794543,False,1.0,0.0,1.0,155.03528681138044,3604570.418364595,5,1.0,0.0,1.0,13.80413385826773,-3.605458080975076,0.6085866629768567,0.0,-1.0,-1.1663867044590006,0.0,1.0,0.8,-21.203438395415475,-1.0058533240653205,1.335456658345528,34.27295711199303,surface_breadth_impulse_continuation,37.88841833982807,27.850000000000023,13.649999999999977,27.850000000000023,10.54125662376988,5,True,NSE_FO|43899|09-04-2025:2053,10.54125662376988,10.441256623769881,9.54125662376988,fold_1,research_oof
NSE_FO|43897|09-04-2025,2025-04-09,PE,23200.0,2025-04-04 04:45:00+00:00,2025-04-04,615,5,4,307.85,313.85,294.89,297.1,207150,2722275,296.85,2.9809358752166393,13.54762706159542,1.3450206963720477,False,False,False,2025-04-04,2025-04-09,4.138398914518304,307.0,0.997808619430241,2785050.0,-1.157463039301665,0.34721207694180667,-0.022539990305380515,False,1.0,0.0,1.0,36.49024199800949,846573.6143538201,5,1.0,0.0,1.0,3.1178006450621965,-1.157463039301665,0.3036656297569296,0.0,0.0,4.411842162793619,0.0,0.0,0.0,-9.94671403197157,1.5454083035242654,1.4583100948131622,12.92764990718821,surface_breadth_impulse_continuation,14.421368120582887,4.399999999999977,18.75,-1.0500000000000114,1.4822300825332582,5,False,,-0.3537139969681696,-0.4537139969681696,-1.3537139969681695,fold_1,research_oof
NSE_FO|43887|09-04-2025,2025-04-09,CE,23050.0,2025-04-08 07:06:00+00:00,2025-04-08,756,1,1,29.25,34.45,29.25,31.8,557250,1833300,32.1,30.864197530864203,42.610062893081775,2.859341928035405,False,True,True,2025-04-08,2025-04-09,26.69584245076586,28.95,1.2633025721578637,1833300.0,4.168355080098344,1.5960393558775414,0.0,True,1.0,1.0,1.0,408.3571310423828,9412631.870526923,5,1.0,1.0,1.0,28.285714285714292,4.168355080098344,2.041987751846742,0.0,0.0,-0.45076757605784223,0.0,1.0,1.0,-8.193813061315003,5.601064008945256,3.75,39.05801059217921,surface_breadth_impulse_continuation,43.941201154286404,1.7999999999999972,6.850000000000001,-1.7000000000000028,5.6074766355140095,5,False,,-5.295950155763249,-5.3959501557632485,-6.295950155763249,fold_1,research_oof
NSE_FO|43887|09-04-2025,2025-04-09,CE,23050.0,2025-04-08 07:40:00+00:00,2025-04-08,790,1,1,32.95,34.54,32.15,34.0,198975,1751775,34.1,5.919003115264787,16.147058823529406,1.211968935587026,False,True,False,2025-04-08,2025-04-09,-2.574850299401199,32.54,0.5905570821883588,1742625.0,8.493853414665987,0.6214118533986672,0.005250699375941467,False,1.0,1.0,1.0,72.21739887070083,1664611.0439696542,5,1.0,1.0,1.0,3.8674033149171283,6.701654323936923,0.9545103233488783,1.0,0.0,,0.0,0.2,0.4,-2.1164021164021163,-7.625166059038135,0.8,8.035405231666903,surface_breadth_impulse_continuation,17.832250880229648,2.5,0.6000000000000014,1.6000000000000014,7.331378299120233,5,False,,4.692082111436954,4.592082111436954,3.692082111436954,fold_1,research_oof
NSE_FO|48199|17-04-2025,2025-04-17,PE,22800.0,2025-04-11 04:28:00+00:00,2025-04-11,598,6,4,200.7,212.45,198.0,206.1,961125,4505550,204.15,2.6650062266500685,11.426491994177576,2.7156177156177157,False,False,True,2025-04-11,2025-04-17,-0.7705692269450726,199.6,0.7592710319983047,4505550.0,3.435575453595141,1.956346683619411,0.0,False,1.0,1.0,1.0,36.7127547902268,837050.8092171712,8,1.0,1.0,1.0,2.95677826489118,3.0584949927677068,3.974127757143152,0.625,0.0,-714.0843379298203,0.0,0.375,1.0,-5.342889721453004,-5.096988082108744,1.543355028343481,8.007895948103073,surface_breadth_impulse_continuation,12.747375830602644,5.099999999999994,9.150000000000006,-2.5,2.498163115356353,5,False,,-1.224589762429586,-1.3245897624295861,-2.224589762429586,fold_1,research_oof
NSE_FO|48198|17-04-2025,2025-04-17,CE,22800.0,2025-04-11 05:00:00+00:00,2025-04-11,630,6,4,254.0,269.5,253.65,266.75,839100,3501900,267.5,5.6017418844022115,9.222118088097467,3.0468409586056646,False,True,True,2025-04-11,2025-04-17,1.7760925962881702,255.0,0.5013616557734205,3346875.0,3.8256492881140414,2.545479302832244,0.04631932773109244,False,1.0,1.0,1.0,76.40824306749353,1742107.9419388524,5,1.0,1.0,1.0,4.726613441903371,3.6884122069880787,0.5210243060155485,0.0,0.0,-23.120450636979513,0.4,0.2,1.0,-5.165382872677837,-5.394373026101229,2.0442974543996795,10.767124757080047,surface_breadth_impulse_continuation,15.354484284845505,1.3000000000000114,23.05000000000001,-18.400000000000006,0.4859813084112192,5,False,,-6.878504672897198,-6.978504672897198,-7.878504672897198,fold_1,research_oof
NSE_FO|79516|24-04-2025,2025-04-24,PE,23850.0,2025-04-21 04:18:00+00:00,2025-04-21,588,3,3,104.65,110.5,104.15,110.1,327975,1694700,108.95,14.44906444906444,16.621253405994548,1.3279684178560582,False,True,False,2025-04-21,2025-04-24,2.326732673267329,103.35,0.4834497418767082,1690425.0,12.122331775797111,0.84451867597935,0.00252894982031146,True,1.0,1.0,1.0,183.51317091892793,4376789.126416431,8,0.625,0.625,1.0,11.708399639465629,9.746047513806921,14.061874418425024,0.0,0.25,2.2731150467261614,0.0,0.625,0.75,-8.597549114958191,-6.475375374379055,0.6553956834532374,23.046613564022632,surface_breadth_impulse_continuation,35.50093744428376,4.25,11.150000000000006,-9.350000000000009,3.900871959614502,5,False,,-8.581918311151911,-8.681918311151911,-9.581918311151911,fold_1,research_oof
NSE_FO|79518|24-04-2025,2025-04-24,PE,23900.0,2025-04-21 04:51:00+00:00,2025-04-21,621,3,3,101.15,109.25,100.9,109.25,425925,4837575,110.65,6.119475473530844,16.613272311212807,1.2086836224326913,False,True,False,2025-04-21,2025-04-24,-2.0289855072463725,101.4,1.2508247312972225,4777950.0,8.148460980777216,-0.04214110886453115,0.012479201331114808,False,1.0,1.0,1.0,79.32076899254568,1895766.3789218417,8,1.0,0.625,0.625,6.081402503013999,6.164949019180133,3.0937300245150867,0.625,0.25,-1846.1984663442272,0.0,1.0,0.0,-2.994535519125685,-3.187461564141747,0.8081651588958478,9.11401099265653,surface_breadth_impulse_continuation,18.18964287904192,2.8499999999999943,8.25,-3.8500000000000085,2.575689109805688,5,False,,-3.479439674649804,-3.5794396746498043,-4.479439674649804,fold_1,research_oof
