strategy,trades,raw_expectancy,net_expectancy
TrendContinuation_EMA_PULLBACK,86,-0.18867253375589643,-0.6252671102696151
TrendContinuation_OPENING_DRIVE,65,-0.2860500536079862,-0.8293608372284262
TrendContinuation_VWAP_RECLAIM,1,-1.0980872976949339,-1.3515267005394276
TrendContinuation_PDH_PDL,16,-0.1273618304074987,-0.6771947353058072
TrendContinuation_BREAK_AND_RETEST,17,0.19184502695313999,-0.298090659778873
