strategy,regime,trade_count,expectancy,mfe,mae
MeanReversion_VWAP_PULLBACK,VOL_EXPANSION,15,-0.5937471056519475,1.154351458687971,1.3476762957194515
ORB_BREAKOUT,VOL_EXPANSION,7,-0.28886210672477564,0.9588014558111289,0.9834085333589477
TrendContinuation_BREAK_AND_RETEST,TREND_UP,1,1.627635881784407,2.345724907063016,0.24535315985123374
TrendContinuation_EMA_PULLBACK,TREND_DOWN,1,-1.2363078585461622,0.6424361493123731,2.041257367387004
TrendContinuation_EMA_PULLBACK,TREND_UP,5,0.07251792783355389,2.6590725743130728,0.7675096357381019
TrendContinuation_OPENING_DRIVE,TREND_DOWN,3,-0.6413715446568152,0.9359702913603205,1.0929343773303728
TrendContinuation_OPENING_DRIVE,TREND_UP,34,-0.34200149360610255,2.365598012529316,1.1383933358769938
TrendContinuation_PDH_PDL,TREND_UP,4,1.2977667401947373,2.3531826360772383,0.2527472527472555
