strategy,trades,raw_expectancy,net_expectancy,raw_pf,net_pf
TrendContinuation_EMA_PULLBACK,86,-0.18867253375589643,-4.664776165613066,0.762803601472811,0.003599532425519171
TrendContinuation_OPENING_DRIVE,65,-0.2860500536079862,-5.822681683577484,0.6676225816640458,0.0021280696018785997
TrendContinuation_VWAP_RECLAIM,1,-1.0980872976949339,-3.7978563212354803,0.0,0.0
TrendContinuation_PDH_PDL,16,-0.1273618304074987,-5.763799943010433,0.8345740084381356,0.0
TrendContinuation_BREAK_AND_RETEST,17,0.19184502695313999,-4.858151725001501,1.291120744873669,0.001811514060027527
