friction_multiplier,expectancy_R,profit_factor,trade_count
1.0,0.4677094383568684,1.9300952956002233,727
1.1,0.45098957147185653,1.8835507325345224,727
1.25,0.42591146423277254,1.8162695300800114,727
1.5,0.3841191337367892,1.7104219623296317,727
1.75,0.34233244686891856,1.6117338378858892,727
2.0,0.30055140362916066,1.5194977361872377,727
2.25,0.2587760040175152,1.4331183209779732,727
2.5,0.21700624803398263,1.3520549295807835,727
3.0,0.13348366695125524,1.2040270199729532,727
