strategy,regime,mfe_r,mae_r,pnl_points
TrendContinuation_BREAK_AND_RETEST,TREND_DOWN,1.2667847786841007,1.2788342580666046,2.573333333332812
TrendContinuation_BREAK_AND_RETEST,TREND_UP,1.8651088755516425,2.7955584499244988,12.100000000000728
TrendContinuation_EMA_PULLBACK,TREND_DOWN,1.4142001825008768,2.305232696961067,-4.081025641025777
TrendContinuation_EMA_PULLBACK,TREND_UP,1.723318339216966,1.8925858654599237,1.0338297872340843
TrendContinuation_OPENING_DRIVE,TREND_DOWN,1.149847831842805,2.1427777752962474,-4.471562499999834
TrendContinuation_OPENING_DRIVE,TREND_UP,1.8445809228899743,1.5585073030869943,3.0
TrendContinuation_PDH_PDL,TREND_DOWN,0.8172268907561594,2.6251346692514734,-1.816666666668122
TrendContinuation_PDH_PDL,TREND_UP,0.9848057274179998,1.0792742388701735,-5.77846153846188
TrendContinuation_VWAP_RECLAIM,TREND_DOWN,0.17557626287383873,1.7920549288864833,-22.390000000003056
