strategy,hit_0.5r,hit_1.0r,hit_1.5r,hit_2.0r
TrendContinuation_BREAK_AND_RETEST,0.8235294117647058,0.5882352941176471,0.5882352941176471,0.4117647058823529
TrendContinuation_EMA_PULLBACK,0.6627906976744186,0.46511627906976744,0.38372093023255816,0.26744186046511625
TrendContinuation_OPENING_DRIVE,0.676923076923077,0.5538461538461539,0.4307692307692308,0.26153846153846155
TrendContinuation_PDH_PDL,0.5,0.375,0.375,0.0625
TrendContinuation_VWAP_RECLAIM,0.0,0.0,0.0,0.0
