strategy,ATM_OPTION_PROXY,FUTURES_PROXY,ITM_OPTION_PROXY
HTF_15M_TREND_CONT,-0.07312422968159053,-0.17684563852923146,-0.046168233988554824
HTF_FAILED_BREAKOUT_REVERSAL,-0.048736832801520656,-0.18128701080352705,-0.013923502919382684
HTF_OPENING_DRIVE_CONT,-0.016606405662589318,-0.16621429661695025,0.021752748584487534
HTF_PDH_PDL_HOLD,-0.11138767300319624,-0.28218746893136687,-0.06757226288064619
HTF_RANGE_EXPANSION,0.5047960471905361,0.3857795140457967,0.5350430782115899
