median_trade,median_winner,median_loser,top_10_winners,top_10_losers
1.6837319726,1.833255772251296,-1.157889610386555,"[1.9859933944753823, 1.9856233710218836, 1.979649531669997, 1.9785068645733375, 1.9709262420882852, 1.9673038340790745, 1.9673038340790745, 1.96494438975052, 1.9627550313033824, 1.9625803861092534]","[-1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001, -1.3126194874000001]"
