exit_reason,holding_minutes,mfe_r,mae_r,pnl_points
STOP_LOSS,325.06611570247935,0.6126696501547084,2.6186842398728083,-14.171570247933902
TARGET,359.265625,3.119370868435852,0.5471292973939664,24.195624999999836
