strategy,gross_expectancy,net_expectancy,gross_pf,net_pf,cost_per_trade,slippage_drag,pct_reaching_0.5r,pct_reaching_1.0r,pct_reaching_1.5r,pct_reaching_2.0r,avg_mfe,avg_mae
TrendContinuation_EMA_PULLBACK,0.3281024900172132,-0.14561970322973214,1.1030042918455591,0.6713499159094601,200.60596941666665,0.4737221932469453,0.6666666666666666,0.5,0.5,0.5,2.322966503479623,0.9798009243462521
TrendContinuation_OPENING_DRIVE,0.4220004694101187,-0.36627474098859275,1.8048245614035583,0.8089793763068884,200.66127812162162,0.7882752103987114,0.8378378378378378,0.6486486486486487,0.6216216216216216,0.5675675675675675,2.2496822513534522,1.1347074743732137
TrendContinuation_PDH_PDL,1.8593278066962315,1.2977667401947373,0.0,0.0,199.756441625,0.5615610665014943,1.0,1.0,1.0,1.0,2.3531826360772383,0.2527472527472555
TrendContinuation_BREAK_AND_RETEST,1.9256505576208218,1.627635881784407,0.0,0.0,200.41486949999998,0.29801467583641483,1.0,1.0,1.0,1.0,2.345724907063016,0.24535315985123374
ORB_BREAKOUT,-0.17993843380730068,-0.28886210672477564,0.9305512102749984,0.8069065711149612,250.19302741214287,0.10892367291747496,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.9588014558111289,0.9834085333589477
MeanReversion_VWAP_PULLBACK,-0.30380625757199164,-0.5937471056519475,1.1061277224068287,0.8014548281809205,257.56456094000004,0.2899408480799559,0.6666666666666666,0.5333333333333333,0.4,0.26666666666666666,1.154351458687971,1.3476762957194515
