strategy,status,trades,gross_r,net_r,win_rate,avg_cost
HTF_15M_TREND_CONT,VALID,1170,0.042240209305803154,-0.046168233988554824,0.3735042735042735,74.8562287471795
HTF_FAILED_BREAKOUT_REVERSAL,VALID,775,0.1003105409955283,-0.013923502919382684,0.3858064516129032,74.85367394430969
HTF_OPENING_DRIVE_CONT,VALID,2679,0.14766642751998973,0.021752748584487534,0.3956700261291527,74.99056444833147
HTF_PDH_PDL_HOLD,VALID,4397,0.07613930189775865,-0.06757226288064619,0.3670684557652945,74.82380233720264
HTF_RANGE_EXPANSION,VALID,727,0.6349577711343789,0.5350430782115899,0.562585969738652,75.76126093513068
