expired_instrument_key,expiry,option_type,strike,timestamp,session,minute_of_day,days_to_expiry,premium_band,open,high,low,close,volume,open_interest,entry_price_next_open,prior_5m_return_pct,prior_10m_range_pct,prior_5m_volume_ratio,transition_compression_to_lift,transition_put_call_selloff_or_lift,transition_volume_participation,session_id,expiry_id,previous_return,previous_close,previous_volume_ratio,previous_open_interest,return_acceleration,volume_acceleration,oi_change_ratio,bar_acceptance,positive_return,positive_acceleration,volume_participating,positive_weight,weighted_strike_numerator,surface_count,breadth_positive,breadth_acceleration,breadth_volume,surface_median_return,surface_median_acceleration,surface_return_dispersion,breadth_delta,acceleration_breadth_delta,directional_mass_shift,compression_transition_breadth,put_call_transition_breadth,participation_transition_breadth,mirror_return,mirror_acceleration,mirror_volume_ratio,option_asymmetry,mechanism,premium_distance,extremity_score,forward_mfe_points,forward_mae_points,forward_close_change_points,forward_expansion_pct,label_horizon_minutes,is_expansion_event,move_cluster_id,gross_return_pct,net_return_pct,stress_return_pct,fold_id,partition,ledger_role,previous_timestamp
NSE_FO|55795|31-07-2025,2025-07-31,CE,24900.0,2025-07-29 09:06:00+00:00,2025-07-29,876,2,1,51.85,51.85,44.8,45.3,1513275,9661650,45.3,-21.896551724137936,33.55408388520972,3.251208507895585,False,False,True,2025-07-29,2025-07-31,-7.582515611061558,51.8,1.4218498227521754,9661650.0,-14.314036113076378,1.8293586851434094,0.0,False,0.0,0.0,1.0,0.0,0.0,7,0.0,0.0,0.71428573,-20.5078125,-14.122802851967684,10.205713343393366,0.0,0.0,,0.0,0.0,0.8571428571428571,18.59001258917332,11.37435828831723,3.4330643492654667,-40.486564313311256,late_day_ce_inventory_rebound_v3,104.7,79.94836065842115,4.150000000000006,3.049999999999997,-1.0499999999999972,9.161147902869772,5,False,,-2.3178807947019804,-2.4178807947019805,-3.3178807947019804,fold_3,research_oof,research_oof_primary,
NSE_FO|55797|31-07-2025,2025-07-31,CE,24950.0,2025-07-30 07:42:00+00:00,2025-07-30,792,1,1,35.35,35.75,29.05,30.45,1716375,8133225,30.35,-14.22535211267606,29.064039408866986,4.60277554304103,False,False,True,2025-07-30,2025-07-31,-3.934871099050208,35.4,2.2139983909895413,8133225.0,-10.290481013625852,2.388777152051489,0.0,False,0.0,0.0,1.0,0.0,0.0,8,0.0,0.0,0.625,-13.229117101744142,-9.211766872375925,7.102335940151614,0.0,0.0,,0.0,0.0,0.75,9.377777777777773,5.775406596747223,7.851618705035971,-23.603129890453832,late_day_ce_inventory_rebound_v3,119.65,52.721738559796776,3.9499999999999957,0.10000000000000142,1.7999999999999972,13.014827018121897,5,False,,5.930807248764405,5.830807248764406,4.930807248764405,fold_3,research_oof,research_oof_primary,
NSE_FO|39854|07-08-2025,2025-08-07,CE,24700.0,2025-08-06 08:12:00+00:00,2025-08-06,822,1,1,40.0,40.15,33.0,35.6,4289925,21577200,35.5,-14.216867469879514,30.89887640449438,5.154223924307276,False,False,True,2025-08-06,2025-08-07,-3.0266343825665842,40.05,1.5732647814910026,21577200.0,-11.19023308731293,3.5809591428162735,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-15.551537070524402,-12.103261208455441,1.6768734864189025,0.0,0.0,,0.0,0.0,1.0,8.852313167259783,6.173741738688364,5.263877207737595,-23.069180637139297,late_day_ce_inventory_rebound_v3,114.5,53.630505118639014,5.049999999999997,0.14999999999999858,1.25,14.225352112676049,5,False,,3.5211267605633805,3.4211267605633804,2.5211267605633805,fold_3,research_oof,research_oof_primary,
NSE_FO|44492|14-08-2025,2025-08-14,CE,24600.0,2025-08-14 07:59:00+00:00,2025-08-14,809,0,1,53.9,53.9,44.5,47.45,5363625,16989300,47.25,-14.27280939476061,34.351949420442565,3.218931448890489,False,False,True,2025-08-14,2025-08-14,0.37105751391466324,54.1,0.6630850482607904,16989300.0,-14.643866908675275,2.555846400629699,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-9.797979797979806,-9.746697746697754,5.34230653281364,-0.4,-0.8,,0.0,0.0,1.0,28.50877192982455,26.362849183043437,3.526253999265121,-42.78158132458516,late_day_ce_inventory_rebound_v3,102.75,74.91718907691154,3.75,4.149999999999999,3.450000000000003,7.936507936507936,5,False,,7.301587301587308,7.201587301587308,6.301587301587308,fold_3,research_oof,research_oof_primary,
NSE_FO|47248|21-08-2025,2025-08-21,CE,25050.0,2025-08-18 08:30:00+00:00,2025-08-18,840,3,2,72.15,72.15,65.65,67.35,441900,4750575,67.2,-9.292929292929298,14.476614699331849,3.160096540627514,False,False,True,2025-08-18,2025-08-21,-2.6917900403768513,72.3,1.2089031912040762,4750575.0,-6.601139252552446,1.951193349423438,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-8.154686843211433,-5.760734722253856,1.0017277742962718,0.0,-1.0,,0.0,0.0,1.0,7.3214823742091095,5.4868959080436985,4.412403100775194,-16.614411667138405,late_day_ce_inventory_rebound_v3,82.8,35.66857675324766,7.599999999999994,0.5,7.349999999999994,11.309523809523801,5,False,,10.937499999999991,10.837499999999991,9.937499999999991,fold_3,research_oof,research_oof_primary,
NSE_FO|47248|21-08-2025,2025-08-21,CE,25050.0,2025-08-19 08:22:00+00:00,2025-08-19,832,2,1,53.2,53.2,46.1,46.25,1047075,5003475,46.25,-12.982126058325495,25.297297297297288,4.296353285120788,False,False,True,2025-08-19,2025-08-21,-2.658111824014653,53.1,0.7699646099399907,5004900.0,-10.324014234310841,3.5263886751807973,-0.00028472097344602287,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-9.415609715933698,-7.586021414745803,4.582813392766845,0.0,-0.8333333,,0.0,0.0,0.8333333333333334,7.8583765112262505,6.592000965374711,1.884331797235023,-20.840502569551745,late_day_ce_inventory_rebound_v3,103.75,48.44299614730887,3.6499999999999986,1.3999999999999986,-0.3999999999999986,7.891891891891889,5,False,,-0.8648648648648618,-0.9648648648648618,-1.8648648648648618,fold_3,research_oof,research_oof_primary,
NSE_FO|47248|21-08-2025,2025-08-21,CE,25050.0,2025-08-21 08:11:00+00:00,2025-08-21,821,0,1,48.05,48.05,39.2,39.55,4677300,9905100,39.5,-26.281453867660765,54.487989886219964,3.4996632996632995,False,False,True,2025-08-21,2025-08-21,-12.24862888482633,48.0,2.1516273849607184,9905100.0,-14.032824982834436,1.348035914702581,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-12.381275440976935,-6.945033830238689,7.335664013629304,0.0,-0.4,,0.0,0.0,1.0,70.9090909090909,57.49445676274943,2.852795339916175,-97.19054477675166,late_day_ce_inventory_rebound_v3,110.5,141.00448692691018,15.200000000000003,2.5,8.100000000000001,38.481012658227854,5,False,,20.506329113924053,20.406329113924052,19.506329113924053,fold_3,research_oof,research_oof_primary,
NSE_FO|48935|02-09-2025,2025-09-02,CE,24600.0,2025-08-29 08:27:00+00:00,2025-08-29,837,4,1,52.3,52.3,49.65,49.95,1560525,18214650,49.95,-16.331658291457284,21.221221221221224,2.908239569501712,False,False,True,2025-08-29,2025-09-02,-10.291595197255576,52.3,1.9659599019183616,18214650.0,-6.040063094201708,0.9422796675833505,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-16.957605985037418,-5.75108225108225,0.8425409646005001,0.0,0.0,,0.0,0.0,1.0,16.468590831918494,6.140925962569675,2.999254287844892,-32.80024912337578,late_day_ce_inventory_rebound_v3,100.05,58.08021007853648,1.6499999999999986,2.450000000000003,0.29999999999999716,3.3033033033033004,5,False,,0.6006006006005948,0.5006006006005949,-0.39939939939940516,fold_3,research_oof,research_oof_primary,
NSE_FO|48939|02-09-2025,2025-09-02,CE,24700.0,2025-09-02 07:41:00+00:00,2025-09-02,791,0,1,55.55,55.8,45.65,47.6,6499125,18911775,47.55,-19.932716568544993,44.32773109243698,4.5530014448968865,False,False,True,2025-09-02,2025-09-02,-11.332801276935356,55.55,1.3299881781163798,18911775.0,-8.599915291609637,3.223013266780507,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-19.932716568544993,-6.284673578033061,7.053814519284122,0.0,0.0,,0.0,0.0,1.0,33.97129186602872,21.28093653607948,5.626680102950989,-53.90400843457371,late_day_ce_inventory_rebound_v3,102.45,86.98964173962523,4.25,2.549999999999997,1.2000000000000028,8.937960042060988,5,False,,2.523659305993697,2.423659305993697,1.523659305993697,fold_3,research_oof,research_oof_primary,
NSE_FO|41907|09-12-2025,2025-12-09,CE,26100.0,2025-12-05 09:16:00+00:00,2025-12-05,886,4,3,122.95,125.1,110.25,111.1,1587525,8026200,111.15,-13.875968992248067,21.917191719171914,4.855930259233769,False,False,True,2025-12-05,2025-12-09,-3.716744913928016,123.05,2.8310888803385916,8026200.0,-10.159224078320051,2.024841378895178,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-10.855745721271393,-8.394393902139175,1.933887713722242,0.0,0.0,,0.0,0.0,1.0,22.187500000000004,14.957357433808571,7.159539384765097,-36.06346899224807,late_day_ce_inventory_rebound_v3,38.849999999999994,64.95459232204996,16.69999999999999,2.3500000000000085,15.25,15.024741340530804,5,False,,13.720197930724245,13.620197930724245,12.720197930724245,fold_3,research_oof,research_oof_primary,
NSE_FO|41903|09-12-2025,2025-12-09,CE,26000.0,2025-12-08 07:50:00+00:00,2025-12-08,800,1,2,94.9,95.3,79.05,79.25,5856825,15896550,79.15,-25.165250236071767,43.53312302839117,4.315254330947973,False,False,True,2025-12-08,2025-12-09,-11.059044048734767,94.9,2.087830869714679,15896550.0,-14.106206187337,2.2274234612332946,0.0,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-23.713243095563975,-13.215101824334663,10.76254875532109,0.0,0.0,,0.0,0.0,0.8333333333333334,49.66974900924701,28.74583596576874,4.052510469221204,-74.83499924531878,late_day_ce_inventory_rebound_v3,70.85,118.42170999967553,3.5,8.450000000000003,-6.200000000000003,4.421983575489576,5,False,,-7.83322804801011,-7.933228048010109,-8.83322804801011,fold_3,research_oof,research_oof_primary,
NSE_FO|48212|16-12-2025,2025-12-16,CE,25800.0,2025-12-16 08:49:00+00:00,2025-12-16,859,0,2,70.3,74.5,60.15,60.7,4346550,8956800,60.85,-29.2952824694234,54.777594728171344,4.230527775750055,False,False,True,2025-12-16,2025-12-16,-16.666666666666664,70.25,2.2160741659975183,7450575.0,-12.628615802756737,2.0144536097525365,0.20216224922237547,False,0.0,0.0,1.0,0.0,0.0,7,0.0,0.0,0.71428573,-29.2952824694234,-7.9445762877811905,20.51616457662457,0.0,0.0,,0.0,0.0,0.7142857142857143,97.22222222222221,66.26984126984127,3.4569974134260346,-126.51750469164561,late_day_ce_inventory_rebound_v3,89.15,172.6719307395758,11.350000000000001,2.0500000000000043,7.850000000000001,18.65242399342646,5,False,,12.900575184880855,12.800575184880856,11.900575184880855,fold_3,research_oof,research_oof_primary,
NSE_FO|65640|30-12-2025,2025-12-30,CE,26250.0,2025-12-24 08:02:00+00:00,2025-12-24,812,6,2,60.4,60.4,56.15,56.9,943650,7951950,56.4,-13.394216133942171,19.22671353251319,3.9117052697030936,False,False,True,2025-12-24,2025-12-30,-6.1162079510703515,61.4,1.0949790144567075,7935750.0,-7.27800818287182,2.816726255246386,0.0020413949532180325,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-11.445279866332502,-6.017304918524568,1.6153982012572048,0.0,0.0,,0.0,0.0,1.0,13.85379061371841,9.134689490122906,6.582030514221134,-27.248006747660583,late_day_ce_inventory_rebound_v3,93.6,51.83193633417767,3.0,0.8500000000000014,2.1499999999999986,5.319148936170213,5,False,,3.8120567375886503,3.71205673758865,2.8120567375886503,fold_4,research_oof,research_oof_primary,
NSE_FO|40469|06-01-2026,2026-01-06,CE,26050.0,2026-01-06 08:40:00+00:00,2026-01-06,850,0,2,89.8,89.8,81.3,82.35,929630,1592890,83.1,-24.17127071823204,44.565877352762605,3.0147554806070826,False,False,True,2026-01-06,2026-01-06,-13.636363636363635,90.25,3.627107925801012,1592890.0,-10.534907081868406,-0.6123524451939293,0.0,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-11.369782978319865,-5.1896405464176505,7.947838090521748,0.0,-0.16666667,,0.0,0.0,0.8333333333333334,33.33333333333333,4.7619047619047485,9.36300541228908,-57.504604051565366,late_day_ce_inventory_rebound_v3,66.9,95.22553733227289,11.900000000000006,2.0999999999999943,6.5,14.32009626955476,5,False,,7.821901323706379,7.721901323706379,6.821901323706379,fold_4,research_oof,research_oof_primary,
NSE_FO|47613|20-01-2026,2026-01-20,CE,25700.0,2026-01-14 08:10:00+00:00,2026-01-14,820,6,3,115.0,115.2,109.8,112.65,1807325,6984575,112.5,-15.396169733383402,24.722592099423,3.0784986713906113,False,False,True,2026-01-14,2026-01-20,-8.756296009298726,117.75,1.12946267580238,6984575.0,-6.639873724084676,1.9490359955882313,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-14.738461538461534,-4.063646395456821,1.122606729292281,0.0,0.0,,0.0,0.0,1.0,22.676579925650575,6.566719502417808,2.6517799534322664,-38.072749659033974,late_day_ce_inventory_rebound_v3,37.5,63.18729178789267,6.200000000000003,7.0,-4.200000000000003,5.511111111111114,5,False,,-3.7333333333333356,-3.8333333333333357,-4.733333333333336,fold_4,research_oof,research_oof_primary,
NSE_FO|47615|20-01-2026,2026-01-20,CE,25750.0,2026-01-16 07:55:00+00:00,2026-01-16,805,4,2,91.55,91.55,79.4,81.75,2641080,9529195,82.05,-15.634674922600622,30.091743119266045,3.2823329832781325,False,False,True,2026-01-16,2026-01-20,-9.341199606686335,92.2,0.9889328701833751,9529195.0,-6.2934753159142875,2.2934001130947577,0.0,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-13.047392110140322,-5.248425964903314,5.670050812768559,0.0,0.0,,0.0,0.0,0.8333333333333334,24.236902050113883,11.826743928408078,3.387495804765786,-39.87157697271451,late_day_ce_inventory_rebound_v3,67.95,65.08206019450755,14.100000000000009,2.799999999999997,10.200000000000003,17.184643510054855,5,False,,12.431444241316274,12.331444241316275,11.431444241316274,fold_4,research_oof,research_oof_primary,
NSE_FO|58665|27-01-2026,2026-01-27,CE,25100.0,2026-01-23 08:00:00+00:00,2026-01-23,810,4,3,138.7,139.2,120.0,121.3,2084225,4147715,121.4,-16.803840877914954,26.463314097279465,4.4435975609756095,False,False,True,2026-01-23,2026-01-27,-3.0069930069930195,138.7,1.02177962458805,4147715.0,-13.796847870921935,3.4218179363875594,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-16.803840877914954,-13.796847870921935,0.631744512041061,0.0,0.0,,0.0,0.0,1.0,36.24161073825503,31.570558106676085,2.624246110181947,-53.045451616169984,late_day_ce_inventory_rebound_v3,28.599999999999994,88.08973792598248,2.5999999999999943,10.650000000000006,-6.900000000000006,2.1416803953871453,5,False,,-5.683690280065902,-5.783690280065902,-6.683690280065902,fold_4,research_oof,research_oof_primary,
NSE_FO|58663|27-01-2026,2026-01-27,CE,25050.0,2026-01-27 08:08:00+00:00,2026-01-27,818,0,2,78.5,79.25,56.0,56.3,3476980,5455905,56.2,-44.93887530562347,123.62344582593249,3.112805144170619,False,False,True,2026-01-27,2026-01-27,-31.34263295553619,78.75,1.578877126998089,5043675.0,-13.59624235008728,1.5339280171725298,0.0817320703653586,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-57.710280373831765,-12.88269416693521,7.626035456259846,0.0,-1.0,,0.0,0.0,1.0,104.18410041841004,43.058780725315415,3.199364575059571,-149.1229757240335,late_day_ce_inventory_rebound_v3,93.8,210.77089852391484,10.25,12.850000000000001,-2.25,18.23843416370107,5,False,,-4.00355871886121,-4.103558718861209,-5.00355871886121,fold_4,research_oof,research_oof_primary,
NSE_FO|42536|10-02-2026,2026-02-10,CE,25800.0,2026-02-10 08:00:00+00:00,2026-02-10,810,0,3,134.15,136.5,115.0,115.3,1557985,4916795,115.3,-18.57344632768362,34.99566348655681,3.069210576861515,False,False,True,2026-02-10,2026-02-10,-1.831501831501836,134.0,1.6510660093475895,4916795.0,-16.741944496181784,1.4181445675139255,0.0,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-10.366541274146106,-9.602984581277369,6.2309077765672924,0.0,0.0,,0.0,0.0,0.8333333333333334,49.20634920634921,57.42552728854099,3.6417293282589513,-67.77979553403283,late_day_ce_inventory_rebound_v3,34.7,106.16439693475974,10.400000000000006,3.8499999999999943,1.7000000000000028,9.019947961838687,5,False,,1.4744145706851717,1.3744145706851716,0.4744145706851717,fold_4,research_oof,research_oof_primary,
NSE_FO|64858|24-02-2026,2026-02-24,CE,25650.0,2026-02-23 08:33:00+00:00,2026-02-23,843,1,2,77.55,78.3,72.0,73.0,2923115,11719500,72.8,-15.995397008055246,32.19178082191781,3.061855319148936,False,False,True,2026-02-23,2026-02-24,-9.149560117302046,77.45,1.9445787234042553,11719500.0,-6.8458368907531995,1.1172765957446809,0.0,False,0.0,0.0,1.0,0.0,0.0,7,0.0,0.0,0.71428573,-15.995397008055246,-6.8458368907531995,7.944790989717852,0.0,0.0,,0.0,0.0,0.7142857142857143,23.149171270718227,10.689624345151882,3.5693464743038317,-39.14456827877348,late_day_ce_inventory_rebound_v3,77.2,65.04765749673086,10.150000000000006,3.3999999999999915,4.25,13.9423076923077,5,False,,5.837912087912088,5.737912087912088,4.837912087912088,fold_4,research_oof,research_oof_primary,
NSE_FO|57801|17-03-2026,2026-03-17,CE,24150.0,2026-03-12 07:35:00+00:00,2026-03-12,785,5,2,81.0,81.1,73.05,74.55,187005,1719770,74.6,-11.722912966252231,20.858484238765925,5.731075697211155,False,False,True,2026-03-12,2026-03-17,-5.536130536130535,81.05,0.7933094384707288,1727050.0,-6.1867824301216965,4.937766258740426,-0.004215280391418894,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-11.857292759706183,-5.99134347337017,0.17878688297206352,0.0,-1.0,,0.0,0.0,1.0,7.140726006961695,5.667615321864328,2.0476190476190474,-18.863638973213927,late_day_ce_inventory_rebound_v3,75.4,42.50441006679901,4.050000000000011,2.549999999999997,3.8000000000000114,5.428954423592509,5,False,,5.093833780160874,4.993833780160874,4.093833780160874,holdout,,holdout_primary,
NSE_FO|62600|24-03-2026,2026-03-24,CE,23600.0,2026-03-20 09:20:00+00:00,2026-03-20,890,4,2,63.55,64.0,57.1,57.7,829595,4921215,57.7,-9.702660406885755,27.816291161178512,3.5526791927627,False,False,True,2026-03-20,2026-03-24,-0.470219435736674,63.5,1.1546276965901183,5120440.0,-9.232440971149082,2.398051496172582,-0.03890778917436783,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-9.671532846715325,-9.034010078045007,0.29409363114893683,0.0,-1.0,,0.0,0.0,1.0,6.108617199190225,6.762439882478521,1.6177924217462933,-15.81127760607598,late_day_ce_inventory_rebound_v3,92.3,38.29905817687352,5.549999999999997,0.9500000000000028,4.599999999999994,9.61871750433275,5,False,,7.972270363951463,7.872270363951463,6.972270363951463,holdout,,holdout_primary,
NSE_FO|40761|07-04-2026,2026-04-07,CE,22900.0,2026-04-07 08:27:00+00:00,2026-04-07,837,0,2,127.5,129.8,90.5,98.45,3140995,6041945,98.5,-38.62219451371571,74.45403758252921,2.802308049176525,False,False,True,2026-04-07,2026-04-07,-8.892857142857146,127.55,0.965553235908142,6041945.0,-29.729337370858566,1.836754813268383,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-38.62219451371571,-29.729337370858566,7.609908325488588,0.0,0.0,,0.0,0.0,1.0,190.83969465648858,167.27647626568395,3.2619380476748545,-229.4618891702043,late_day_ce_inventory_rebound_v3,51.5,300.6157291039551,36.19999999999999,12.099999999999994,25.799999999999997,36.751269035532985,5,True,NSE_FO|40761|07-04-2026:636,26.192893401015226,26.092893401015225,25.192893401015226,holdout,,holdout_primary,
NSE_FO|74155|05-05-2026,2026-05-05,CE,24050.0,2026-05-04 07:53:00+00:00,2026-05-04,803,1,3,139.8,140.6,131.6,136.2,710125,2359045,136.1,-16.67176506576935,34.61820851688694,3.735681313044965,False,False,True,2026-05-04,2026-05-05,-10.332693538067817,140.15,2.966993755575379,2214485.0,-6.339071527701533,0.768687557469586,0.06527928615456867,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-17.716827279466273,-6.296314386591682,1.632508878394125,0.0,0.0,,0.0,0.0,1.0,19.70059880239521,10.544106016601653,3.4332756994655766,-36.372363868164555,late_day_ce_inventory_rebound_v3,13.900000000000006,63.1188817746804,17.30000000000001,6.049999999999983,-2.75,12.711241734019113,5,False,,-2.020573108008817,-2.1205731080088173,-3.020573108008817,holdout,,holdout_primary,
NSE_FO|41756|12-05-2026,2026-05-12,CE,24050.0,2026-05-11 09:17:00+00:00,2026-05-11,887,1,1,53.65,53.65,46.1,48.7,1381835,5661500,48.8,-9.563602599814292,21.868583162217657,3.2683526789145976,False,False,True,2026-05-11,2026-05-12,-3.9461883408071774,53.55,0.7557844569144438,6025695.0,-5.6174142590071146,2.5125682220001537,-0.06044033094937597,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-9.865207256511603,-5.457778488252335,4.081291667452858,0.0,0.0,,0.0,0.0,0.8333333333333334,8.772969768820404,5.967539904566999,2.1685348806540947,-18.336572368634698,late_day_ce_inventory_rebound_v3,101.2,36.7859419063707,1.0,5.299999999999997,-2.0999999999999943,2.0491803278688527,5,False,,-4.303278688524579,-4.403278688524579,-5.303278688524579,holdout,,holdout_primary,
NSE_FO|42297|09-06-2026,2026-06-09,CE,23450.0,2026-06-04 07:44:00+00:00,2026-06-04,794,5,3,139.8,139.95,123.2,123.7,866645,3629860,123.7,-21.21019108280254,31.042845594179457,4.105619707467283,False,False,True,2026-06-04,2026-06-09,-10.87786259541984,140.1,1.0882581045447495,3654560.0,-10.332328487382702,3.0173616029225334,-0.006758679567444507,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-20.684931506849313,-9.870439542806809,1.0114225784006667,0.0,0.0,,0.0,0.0,1.0,26.764199655765907,15.004567683367974,5.294448348559381,-47.974390738568445,late_day_ce_inventory_rebound_v3,26.299999999999997,83.62253001622098,5.749999999999986,8.5,2.5,4.648342764753425,5,False,,2.021018593371059,1.921018593371059,1.0210185933710592,holdout,,holdout_primary,
NSE_FO|56380|23-06-2026,2026-06-23,CE,24150.0,2026-06-22 08:10:00+00:00,2026-06-22,820,1,2,56.95,57.0,51.5,53.5,3273855,20482020,53.5,-9.013605442176864,18.504672897196258,4.301195559350982,False,False,True,2026-06-22,2026-06-23,-1.6450216450216493,56.8,1.1819812126387703,20700030.0,-7.368583797155215,3.119214346712212,-0.010531868794393051,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-6.77377333912289,-5.672936703279651,1.5502909828417628,0.0,-1.0,,0.0,0.0,1.0,8.242424242424228,7.2872003618272165,4.800155621838932,-17.256029684601092,late_day_ce_inventory_rebound_v3,96.5,37.939414483284146,7.399999999999999,0.3500000000000014,6.299999999999997,13.831775700934577,5,False,,11.775700934579433,11.675700934579433,10.775700934579433,holdout,,holdout_primary,
NSE_FO|79713|30-06-2026,2026-06-30,CE,23850.0,2026-06-30 07:50:00+00:00,2026-06-30,800,0,2,98.0,100.0,87.25,92.05,1279980,4601285,92.0,-11.405197305101067,23.30255296034764,3.1524853918194187,False,False,True,2026-06-30,2026-06-30,-2.095808383233544,98.1,1.3472328163403677,4397770.0,-9.309388921867523,1.805252575479051,0.04627686304649856,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-9.215358931552597,-8.076642575444936,3.557587478465417,0.0,0.0,,0.0,0.0,1.0,28.248587570621474,29.733736085472962,1.93714652638858,-39.65378487572254,late_day_ce_inventory_rebound_v3,58.0,63.520856494510554,1.0999999999999943,11.75,-1.5,1.1956521739130372,5,False,,-1.6304347826086956,-1.7304347826086957,-2.6304347826086953,holdout,,holdout_primary,
NSE_FO|51387|14-07-2026,2026-07-14,CE,24350.0,2026-07-08 08:16:00+00:00,2026-07-08,826,6,2,74.3,74.5,62.0,64.1,871585,3661255,64.0,-16.427640156453727,24.8829953198128,12.82544237207078,False,False,True,2026-07-08,2026-07-14,-2.3011176857330673,74.3,0.9296353364149974,3653975.0,-14.126522470720658,11.895807035655782,0.001992350796050876,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-15.450368558388284,-13.248842320454301,6.394310906130934,0.0,-0.8333333,,0.0,0.0,0.8333333333333334,17.64974851394605,15.589526643898498,10.28499369482976,-34.07738867039978,late_day_ce_inventory_rebound_v3,86.0,77.45699366964494,0.09999999999999432,11.950000000000003,-9.549999999999997,0.15624999999999112,5,False,,-14.921874999999996,-15.021874999999996,-15.921874999999996,holdout,,holdout_primary,
NSE_FO|51385|14-07-2026,2026-07-14,CE,24300.0,2026-07-09 09:10:00+00:00,2026-07-09,880,5,1,40.8,41.2,35.4,35.55,647010,9229090,35.55,-22.968580715059595,36.9901547116737,3.3290969899665552,False,False,True,2026-07-09,2026-07-14,-14.526315789473676,40.6,3.7474978050921863,9447165.0,-8.442264925585919,-0.4184008151256311,-0.023083644670120612,False,0.0,0.0,1.0,0.0,0.0,8,0.0,0.0,0.625,-21.32078081944256,-8.408419929394856,11.54380130417742,0.0,0.0,,0.0,0.0,0.625,15.130992692924616,7.633251048841516,2.177377892030848,-38.09957340798421,late_day_ce_inventory_rebound_v3,114.45,72.83951603859629,4.450000000000003,0.09999999999999432,1.3500000000000014,12.51758087201126,5,False,,3.797468354430384,3.697468354430384,2.797468354430384,holdout,,holdout_primary,
NSE_FO|51387|14-07-2026,2026-07-14,CE,24350.0,2026-07-10 09:01:00+00:00,2026-07-10,871,4,1,45.5,45.55,40.4,41.4,890305,4450940,41.6,-12.380952380952381,20.531400966183575,3.254990494296578,False,False,True,2026-07-10,2026-07-14,-0.7633587786259555,45.5,1.0061787072243347,4566185.0,-11.617593602326426,2.2488117870722437,-0.02523879343478199,False,0.0,0.0,1.0,0.0,0.0,8,0.0,0.0,0.625,-8.077982047831295,-8.092892456174921,5.275653780396899,-0.125,0.0,,0.0,0.0,0.625,5.601715357812909,5.443570919225649,3.2237808951235807,-17.98266773876529,late_day_ce_inventory_rebound_v3,108.4,45.23620421634068,5.25,0.45000000000000284,1.2999999999999972,12.620192307692307,5,False,,3.124999999999993,3.024999999999993,2.124999999999993,holdout,,holdout_primary,
NSE_FO|57344|21-07-2026,2026-07-21,CE,24100.0,2026-07-21 07:30:00+00:00,2026-07-21,780,0,2,62.45,64.7,48.15,50.5,5075785,16331250,50.35,-33.683519369665134,63.861386138613874,3.8455174451530296,False,False,True,2026-07-21,2026-07-21,-18.43137254901961,62.4,2.6493979760175312,15610530.0,-15.252146820645525,1.1961194691354984,0.04616883603567592,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-29.77421438005497,-13.217186972924932,15.86161706547147,0.0,0.0,,0.0,0.0,0.8333333333333334,129.67741935483872,82.27482195224133,4.43676054396393,-163.36093872450385,late_day_ce_inventory_rebound_v3,99.65,216.14212235996754,10.149999999999999,1.2000000000000028,7.899999999999999,20.158887785501488,5,False,,15.690168818272094,15.590168818272094,14.690168818272094,holdout,,holdout_primary,
