Strategy,Trades,Win_Rate,Gross_Exp,Realistic_Net_Exp,Avg_Win,Avg_Loss,Max_DD,Status
OPENING_DRIVE_CONT,427,0.39344262295081966,1.1593676814988507,0.3593676814988503,14.781249999999984,-7.67644787644783,323.57500000000516,READY_FOR_PAPER_RETEST
15M_TREND_CONT,0,0.0,0.0,0.0,,,,FEATURE_ONLY_NOT_EXECUTABLE
15M_VWAP_PULLBACK,0,0.0,0.0,0.0,,,,FEATURE_ONLY_NOT_EXECUTABLE
FAILED_BREAKOUT_REVERSAL,0,0.0,0.0,0.0,,,,FEATURE_ONLY_NOT_EXECUTABLE
PDH_PDL_HOLD,8766,0.3683550079853981,0.6578199863107473,-0.14218001368925243,14.88373335397955,-7.638274336283178,3273.74999999998,COST_KILLED_AFTER_CORRECT_IMPLEMENTATION
