source_path,file_type,file_size,sha256,row_count,instrument,underlying,expiry,strike,option_type,timestamp_start,timestamp_end,time_resolution,timezone,source_provenance,raw_or_transformed,complete_or_partial,has_bid_ask,has_volume,has_oi,has_iv,has_strike,has_expiry,has_option_type,suitable_for_causal_replay,classification,exclusion_reason,raw_response_count,populated_contract_count,empty_response_count,normalized_1m_partitions,normalized_5m_partitions,one_minute_rows,five_minute_rows,member_count,option_member_count
/Users/madhuram/tradebot-ml-evidence/upstox-expired-options-v1,directory,247030739,372aab7b6dc8853e171c5054fd3684fa6d2181241cd8a341db3fa3ffce832a71,1998358,NIFTY,NIFTY,2024-10-03..2026-07-21,12000..26450,CE|PE,2024-09-26T09:15:00+05:30,2026-07-21T15:29:00+05:30,1minute_and_5minute,Asia/Kolkata,recovered_upstox_expired_options_v1,trusted_derived_normalized_from_raw_responses,complete_prior_contract,False,True,True,False,True,True,True,True,TRUSTED_DERIVED,,1315.0,1199.0,116.0,1199.0,1199.0,1998358.0,399844.0,,
/Users/madhuram/tradebot-unified-nifty-underlying-feature-warehouse-v1/runtime/strategy_validation/resolved_option_ticks_20260702.parquet,parquet,95829241,7ef6dfae7de94a1f52fac97b007259ada769347ff72299e238b6cac43ab54508,876127,BANKNIFTY|NIFTY,BANKNIFTY|NIFTY,,,,2026-07-02T10:52:39+05:30,2026-07-02T17:21:45+05:30,tick_or_snapshot,Asia/Kolkata,local_runtime_strategy_validation,transformed_or_resolved_tick_file,partial,True,True,False,False,False,False,False,False,OBSERVATIONAL_ONLY,missing_strike_expiry_option_type_contract_identity,,,,,,,,,
/Users/madhuram/tradebot-unified-nifty-underlying-feature-warehouse-v1/runtime/upstox_candidate_replay.zip,zip,33892991,4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707,0,,,,,,,,archive,UNKNOWN,local_archive,archive_container,no_option_payload_members,False,False,False,False,False,False,False,False,UNUSABLE,no_option_members,,,,,,,,1811.0,0.0
