subtype,trades,expectancy,avg_mfe,avg_mae,avg_duration,pf,opportunity_score
reversal_expansion,7,-0.36353641663232217,1.4685939205350178,0.6700173109387423,214.71428571428572,0.5185927098313449,-2.544754916426255
midday_expansion,10,-0.48105801637636214,1.0273423245361704,0.6584173197353026,101.3,0.4176346663748577,-4.810580163763621
opening_expansion,38,-0.18154813232333192,1.4171877565174407,0.594524789289145,220.3421052631579,0.7645055480714422,-6.898829028286613
gap_expansion,14,-1.0891433440319296,1.036366109214012,0.8340046808542797,169.07142857142858,0.0895880806028562,-15.248006816447013
trend_continuation_expansion,51,-0.35507651875130386,1.2263370691042081,0.6129787184271309,187.6078431372549,0.5698671289825653,-18.108902456316496
