strategy,signal_count,final_trade_count,gross_expectancy,net_expectancy,pf,avg_mfe,avg_mae,target_reach_prob,cost_drag
HTF_PDH_PDL_HOLD,3,3,-1.0703857360171343,-5.788132972275903,0.0,0.20807420494706955,1.1349999999999758,0.0,4.717747236258769
HTF_FAILED_BREAKOUT_REVERSAL,1,1,1.9,-4.811033491199998,0.0,3.685000000000218,0.0,1.0,6.7110334911999985
ORB_BREAKOUT,39,39,0.6048362865106472,-0.15340820906957262,0.7644356112111702,1.4453750828141039,0.7494679862046423,0.5384615384615384,0.7582444955802199
