strategy,gross,net,drag
HTF_FAILED_BREAKOUT_REVERSAL,1.9,-4.811033491199998,6.7110334911999985
HTF_PDH_PDL_HOLD,-1.0703857360171343,-5.788132972275903,4.717747236258769
ORB_BREAKOUT,0.6048362865106475,-0.15340820906957262,0.7582444955802201
