timestamp,symbol,open,high,low,close,volume,oi,bid,ask,quote_timestamp,underlying,option_type,strike,expiry,provider,dataset_hash,bar_interval
2026-07-14T05:20:00,NIFTY 24150 PE 14 JUL 26,69.3,75.0,69.3,74.1,191749285.0,10810020.0,74.05,74.25,2026-07-14T05:20:59.956585884,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:21:00,NIFTY 24150 PE 14 JUL 26,74.4,75.9,66.6,67.45,193803740.0,10956660.0,67.0,67.2,2026-07-14T05:21:59.367407084,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:22:00,NIFTY 24150 PE 14 JUL 26,67.45,70.35,65.8,69.5,195366860.0,11299405.0,69.35,69.5,2026-07-14T05:22:59.656780005,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:23:00,NIFTY 24150 PE 14 JUL 26,69.8,72.95,68.5,71.85,196404195.0,11432590.0,71.65,71.85,2026-07-14T05:23:59.647642136,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:24:00,NIFTY 24150 PE 14 JUL 26,71.55,73.1,69.8,71.15,197233400.0,11610235.0,71.05,71.25,2026-07-14T05:24:59.808486938,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:25:00,NIFTY 24150 PE 14 JUL 26,71.25,72.45,66.3,66.35,198269305.0,11715925.0,66.35,66.45,2026-07-14T05:25:59.800531864,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:26:00,NIFTY 24150 PE 14 JUL 26,67.05,67.35,60.3,60.3,200422170.0,11858860.0,60.3,60.45,2026-07-14T05:26:59.949023962,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:27:00,NIFTY 24150 PE 14 JUL 26,61.25,65.0,60.75,63.65,202793630.0,12414285.0,64.6,64.65,2026-07-14T05:27:59.637036085,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:28:00,NIFTY 24150 PE 14 JUL 26,63.5,70.1,63.05,68.4,204702810.0,12566710.0,68.15,68.4,2026-07-14T05:28:59.936845064,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:29:00,NIFTY 24150 PE 14 JUL 26,68.4,68.75,64.05,68.0,206084645.0,12751180.0,68.2,68.4,2026-07-14T05:29:59.643101931,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:30:00,NIFTY 24150 PE 14 JUL 26,66.95,66.95,62.25,64.1,207449710.0,13018525.0,64.2,64.4,2026-07-14T05:30:59.633530140,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:31:00,NIFTY 24150 PE 14 JUL 26,63.85,65.05,61.8,64.45,208699335.0,13260065.0,64.55,64.65,2026-07-14T05:31:59.667840004,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:32:00,NIFTY 24150 PE 14 JUL 26,64.7,66.9,63.2,63.6,209942590.0,13457405.0,63.4,63.55,2026-07-14T05:32:59.782598972,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:33:00,NIFTY 24150 PE 14 JUL 26,63.9,64.15,60.7,62.95,211131310.0,13672490.0,62.8,62.95,2026-07-14T05:33:59.933190823,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:34:00,NIFTY 24150 PE 14 JUL 26,62.75,68.0,60.55,66.5,212868630.0,13780780.0,66.55,66.7,2026-07-14T05:34:59.771351099,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:35:00,NIFTY 24150 PE 14 JUL 26,66.15,66.75,62.85,65.05,214066125.0,13897260.0,64.95,65.05,2026-07-14T05:35:59.791623831,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:36:00,NIFTY 24150 PE 14 JUL 26,65.0,67.0,62.0,66.0,215228000.0,14068860.0,66.45,66.6,2026-07-14T05:36:59.960226059,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:37:00,NIFTY 24150 PE 14 JUL 26,65.95,67.3,64.0,64.35,216495110.0,14338220.0,64.3,64.5,2026-07-14T05:37:59.938043833,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:38:00,NIFTY 24150 PE 14 JUL 26,64.3,68.8,63.0,65.0,218087350.0,14390805.0,65.1,65.3,2026-07-14T05:38:59.932672024,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:39:00,NIFTY 24150 PE 14 JUL 26,65.15,67.4,61.3,62.85,219456575.0,14680835.0,62.5,62.65,2026-07-14T05:39:59.934129953,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:40:00,NIFTY 24150 PE 14 JUL 26,63.0,67.05,61.35,64.15,220767040.0,14624285.0,63.8,63.9,2026-07-14T05:40:59.055984974,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:41:00,NIFTY 24150 PE 14 JUL 26,64.45,64.85,60.1,60.65,222337180.0,14754480.0,60.3,60.45,2026-07-14T05:41:59.025227070,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:42:00,NIFTY 24150 PE 14 JUL 26,61.4,62.6,56.9,58.3,225060290.0,15074475.0,58.6,58.7,2026-07-14T05:42:59.024648905,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:43:00,NIFTY 24150 PE 14 JUL 26,58.8,58.8,52.15,52.85,228446270.0,15631265.0,52.8,52.9,2026-07-14T05:43:59.778618097,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:44:00,NIFTY 24150 PE 14 JUL 26,52.9,56.4,52.25,55.1,230993035.0,16459690.0,54.9,55.1,2026-07-14T05:44:59.645528078,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:45:00,NIFTY 24150 PE 14 JUL 26,54.8,58.15,53.8,57.5,233346555.0,16851965.0,57.5,57.65,2026-07-14T05:45:59.468711853,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:46:00,NIFTY 24150 PE 14 JUL 26,57.7,61.3,55.55,61.3,235642225.0,17084925.0,61.15,61.3,2026-07-14T05:46:59.167834997,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:47:00,NIFTY 24150 PE 14 JUL 26,60.6,61.3,58.6,60.85,237478085.0,17143945.0,60.6,60.8,2026-07-14T05:47:59.170936108,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:48:00,NIFTY 24150 PE 14 JUL 26,60.4,62.35,58.35,58.55,239617365.0,17256915.0,58.8,59.0,2026-07-14T05:48:59.313851833,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:49:00,NIFTY 24150 PE 14 JUL 26,58.1,61.35,56.15,60.45,241245225.0,17408430.0,60.1,60.25,2026-07-14T05:49:59.305275917,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:50:00,NIFTY 24150 PE 14 JUL 26,60.45,64.8,60.3,63.05,244161645.0,17577235.0,63.0,63.1,2026-07-14T05:50:59.308299065,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:51:00,NIFTY 24150 PE 14 JUL 26,63.2,63.2,57.55,60.75,246290265.0,17715945.0,60.85,61.05,2026-07-14T05:51:59.332473040,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:52:00,NIFTY 24150 PE 14 JUL 26,59.75,60.05,56.4,58.5,247561470.0,17848415.0,58.85,59.0,2026-07-14T05:52:59.333865881,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:53:00,NIFTY 24150 PE 14 JUL 26,58.8,59.05,56.2,56.9,248715155.0,18065255.0,56.9,57.0,2026-07-14T05:53:59.493335009,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:54:00,NIFTY 24150 PE 14 JUL 26,56.65,58.65,54.45,56.25,250480425.0,18103670.0,56.45,56.55,2026-07-14T05:54:59.482470989,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:55:00,NIFTY 24150 PE 14 JUL 26,56.35,59.7,55.85,57.95,252098080.0,18361655.0,57.85,58.05,2026-07-14T05:55:59.486307144,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:56:00,NIFTY 24150 PE 14 JUL 26,57.6,57.8,55.7,56.2,253346860.0,18563090.0,56.45,56.55,2026-07-14T05:56:59.716827869,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:57:00,NIFTY 24150 PE 14 JUL 26,56.2,57.5,55.4,55.9,254157800.0,18631795.0,56.05,56.15,2026-07-14T05:57:59.628055096,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
2026-07-14T05:58:00,NIFTY 24150 PE 14 JUL 26,55.95,56.3,51.75,55.0,256121385.0,18701280.0,54.8,54.95,2026-07-14T05:58:59.677989960,NIFTY,PE,24150.0,2026-07-14,upstox,16f88a93c2bc7d4fdd8ff2d0ddf87573ddda7ea9f1afa434f855b04e56d43cd0,1m
