session_id,session_date,instrument,event_type,event_timestamp,causal_trigger_timestamp,direction,event_parameters,source_provenance,feature_availability_mask,eligibility_flags,semantic_hash,close,ts,minute_index,gap_pct,opening_range_width,prior_session_return,prior_session_range,rolling_range_5,rolling_range_15,realized_vol_15,atr_14,vwap_distance,dist_session_high,dist_session_low,body_range_ratio,upper_wick_ratio,lower_wick_ratio,compression_duration,prior_failed_breaks,ret_1,range,body,volume,entry_timestamp,entry_price,horizon_min,mfe_points,mae_points,gross_points,net_points,target_10_before_stop_10,target_20_before_stop_20,path_efficiency
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T10:34:00+05:30,2024-07-01T10:34:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",4ce76e4f42673f5df8495ac54a081840ea68ae374ffd8e2a89362a66eee7c362,52427.55,2024-07-01 10:33:00+05:30,78,0.0,251.5,0.0,0.0,21.94000000000087,22.79333333333246,0.00031298967646587323,21.653571428570494,13.622151898736774,117.64999999999418,261.5,0.5112994350281864,0.052259887005606465,0.43644067796620706,18,4,-0.00033749481602241005,35.400000000001455,18.099999999998545,0.0,2024-07-01T10:34:00+05:30,52427.25,30,88.44999999999709,31.75,29.44999999999709,27.94999999999709,True,True,0.3329564725833585
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T11:59:00+05:30,2024-07-01T11:59:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",955737eafb8908588fe1c8eb9be8e0e15ac6410cfc4f13be24293a4af143d6e0,52531.05,2024-07-01 11:58:00+05:30,163,0.0,251.5,0.0,0.0,21.859999999999125,22.783333333334305,0.0002706176347667171,23.610714285715535,84.32317073171725,76.5,365.0,0.7081659973225735,0.12717536813922853,0.16465863453819798,5,7,-0.0004899461154408424,37.349999999998545,26.44999999999709,0.0,2024-07-01T11:59:00+05:30,52530.6,30,3.25,86.30000000000291,-35.349999999998545,-36.849999999998545,False,False,-10.87692307692263
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T12:10:00+05:30,2024-07-01T12:10:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",c574542b3e95d1615769cb775d9118bb52b8076649000d2e8f7aa4bcccc811b2,52546.6,2024-07-01 12:09:00+05:30,174,0.0,251.5,0.0,0.0,15.399999999998546,17.8066666666656,0.00020716441823216046,17.828571428570285,93.0065714285738,60.950000000004366,380.54999999999563,0.5074906367042842,0.20973782771532418,0.28277153558039164,16,7,-0.0002378275122671969,26.69999999999709,13.55000000000291,0.0,2024-07-01T12:10:00+05:30,52545.85,30,21.049999999995634,71.05000000000291,-9.349999999998545,-10.849999999998545,False,False,-0.4441805225653436
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T12:12:00+05:30,2024-07-01T12:12:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",caf21ca06acce9dd1669d4845d82170981ed56df440b0d24bf6b0577c8d735fa,52539.0,2024-07-01 12:11:00+05:30,176,0.0,251.5,0.0,0.0,20.30999999999913,18.33666666666589,0.00023219072482393992,18.139285714284988,84.32429378531378,68.55000000000291,372.9499999999971,0.8574144486692173,0.08935361216723516,0.053231939163547536,0,7,-0.00039478878799836803,26.30000000000291,22.55000000000291,0.0,2024-07-01T12:12:00+05:30,52543.2,30,18.39999999999418,73.70000000000437,1.5,0.0,False,False,0.08152173913046057
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T14:05:00+05:30,2024-07-01T14:05:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",e253a92536fe3e6629245675eb6147d7083aae5605a3c4f20f65014d3f1dfb60,52571.1,2024-07-01 14:04:00+05:30,289,0.0,251.5,0.0,0.0,26.360000000000582,19.266666666666183,0.0002965003076083466,19.578571428571326,68.99051724137826,67.34999999999854,405.04999999999563,0.636129032258102,0.014193548387077997,0.34967741935481994,0,14,-0.0009748700173310976,77.5,49.30000000000291,0.0,2024-07-01T14:05:00+05:30,52566.95,30,44.89999999999418,35.55000000000291,13.349999999998545,11.849999999998545,True,True,0.2973273942093603
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T14:19:00+05:30,2024-07-01T14:19:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",fe966a2d5021f977ddd44c71e2773d7b7ec5e486af619881a13579e8449d3aaa,52572.8,2024-07-01 14:18:00+05:30,303,0.0,251.5,0.0,0.0,19.679999999998834,25.033333333333335,0.0003361933137098711,21.285714285714285,67.24638157894515,65.64999999999418,406.75,0.5404364569960772,0.12836970474968867,0.3311938382542341,9,14,-0.00040783925999510195,38.94999999999709,21.049999999995634,0.0,2024-07-01T14:19:00+05:30,52574.45,30,86.5,26.5,35.14999999999418,33.64999999999418,True,True,0.4063583815028229
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T14:42:00+05:30,2024-07-01T14:42:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",c373c762ad8de4d4ddfa26a7dc8114e2bb39737fda2d3aaa1aad9d59e16060d8,52514.65,2024-07-01 14:41:00+05:30,326,0.0,251.5,0.0,0.0,29.519999999998255,27.726666666665793,0.00032081335065583356,26.785714285713766,5.567125382258382,123.79999999999563,348.59999999999854,0.2643902439023538,0.2146341463414634,0.5209756097561827,0,14,-0.0003102932652083723,51.25,13.549999999995634,0.0,2024-07-01T14:42:00+05:30,52515.85,30,18.25,140.3000000000029,-87.34999999999854,-88.84999999999854,False,False,-4.786301369862934
BANKNIFTY:2024-07-01,2024-07-01,BANKNIFTY,compression_expansion_down,2024-07-01T15:02:00+05:30,2024-07-01T15:02:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240701/underlying/BANKNIFTY_20240701.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",09642c28ddd03e5f1bca5413b357688ad14597996ca41abce25730e1a1b71c2e,52538.6,2024-07-01 15:01:00+05:30,346,0.0,251.5,0.0,0.0,29.079999999998837,28.133333333332363,0.0002887722833069292,27.785714285713247,27.69855907780584,99.84999999999854,372.54999999999563,0.23200000000005175,0.039111111111059374,0.7288888888888889,0,14,-0.00024071739492403932,56.25,13.05000000000291,0.0,2024-07-01T15:02:00+05:30,52540.25,30,35.69999999999709,115.90000000000146,18.80000000000291,17.30000000000291,False,False,0.5266106442578276
BANKNIFTY:2024-07-02,2024-07-02,BANKNIFTY,compression_expansion_down,2024-07-02T09:29:00+05:30,2024-07-02T09:29:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240702/underlying/BANKNIFTY_20240702.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",5b4345ccb108f2479a22789251d5700479241b11f3071aa13ef689ead9e48dbe,52465.85,2024-07-02 09:28:00+05:30,13,0.0005464434055039297,388.6499999999942,0.0,490.09999999999854,64.89999999999854,70.05714285714306,0.0008544084520174102,70.05714285714306,-129.16428571428696,362.59999999999854,26.049999999995634,0.7385019710907333,0.0332895313184041,0.22820849759086256,9,0,-0.0017058157566762766,114.14999999999418,84.30000000000291,0.0,2024-07-02T09:29:00+05:30,52461.35,30,341.09999999999854,18.400000000001455,221.84999999999854,220.34999999999854,True,True,0.6503957783641146
BANKNIFTY:2024-07-02,2024-07-02,BANKNIFTY,compression_expansion_down,2024-07-02T09:43:00+05:30,2024-07-02T09:43:00+05:30,DOWN,{},"{'source_path': '/Users/madhuram/tradebot-structural-edge-discovery-v3/runtime/upstox_candidate_replay.zip!upstox_candidate_replay/20240702/underlying/BANKNIFTY_20240702.parquet', 'source_hash': '4357f109ed631802b3774c34db9c318f71742f8e99de307408af71bf00810707'}",{'completed_bar_only': True},"{'buy_ce_allowed': False, 'buy_pe_allowed': True, 'research_only': True}",9149bba4f5cb97fc16869800ca44c5e4ef6d4018ee93da21a85c5161c206c70e,52327.7,2024-07-02 09:42:00+05:30,27,-0.0021543578861587826,390.1999999999971,0.0,490.09999999999854,45.59000000000087,52.35999999999961,0.0006839195344726174,47.94642857142857,-172.8339285714319,500.75,7.149999999994179,0.8648068669528791,0.05847639484975601,0.07671673819736484,10,0,-0.0014902930591653707,93.19999999999709,80.60000000000582,0.0,2024-07-02T09:43:00+05:30,52330.8,30,210.5500000000029,59.549999999995634,68.70000000000437,67.20000000000437,True,True,0.3262882925671024
