hypothesis_id,family,event_type,direction,instrument,sample,screen_rejection_reason,gross_pnl,net_pnl,net_2x_cost,expectancy,win_rate,profit_factor,target30_rate,stop20_rate,top5_contribution,top10_contribution,max_month_share,max_weekday_share,months,weekdays
SESPRINT_cae4dd2d90d265,liquidity_sweep_reversal,long_upper_wick,DOWN,NIFTY,80,development_weak_premium_move_proxy,2401.4499999999825,2281.4499999999825,2161.4499999999825,28.51812499999978,0.475,3.1012664057103296,0.425,0.4875,0.866028183830465,1.1083959762431856,0.6125,0.2625,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_0f9c124375394b,vwap_reclaim,vwap_rejection,DOWN,NIFTY,60,development_weak_premium_move_proxy,1413.4500000000116,1323.4500000000116,1233.4500000000116,22.057500000000193,0.45,2.2862766060841864,0.43333333333333335,0.6833333333333333,1.103970682685398,1.4229853791227376,0.7,0.2833333333333333,"['2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_eab5f4f76cf734,trend_continuation,opening_range_low_break,DOWN,NIFTY,46,development_weak_premium_move_proxy,972.700000000008,903.700000000008,834.700000000008,19.645652173913216,0.5434782608695652,2.7096102913356233,0.41304347826086957,0.6956521739130435,0.8867987163881756,1.2714949651432916,0.5869565217391305,0.3695652173913043,"['2024-05', '2024-06', '2024-07']","['Friday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_7f7a4165c35339,gap_continuation,opening_range_low_break,DOWN,NIFTY,46,development_weak_premium_move_proxy,972.700000000008,903.700000000008,834.700000000008,19.645652173913216,0.5434782608695652,2.7096102913356233,0.41304347826086957,0.6956521739130435,0.8867987163881756,1.2714949651432916,0.5869565217391305,0.3695652173913043,"['2024-05', '2024-06', '2024-07']","['Friday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_8a880bc1349486,failed_breakout_reversal,session_low_sweep_reclaim,UP,NIFTY,41,development_weak_premium_move_proxy,705.2500000000182,643.7500000000182,582.2500000000182,15.701219512195566,0.6097560975609756,3.8352785730016308,0.43902439024390244,0.4878048780487805,0.770951456310668,1.054679611650468,0.4634146341463415,0.3902439024390244,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_68970e5a733058,liquidity_sweep_reversal,session_low_sweep_reclaim,UP,NIFTY,41,development_weak_premium_move_proxy,705.2500000000182,643.7500000000182,582.2500000000182,15.701219512195566,0.6097560975609756,3.8352785730016308,0.43902439024390244,0.4878048780487805,0.770951456310668,1.054679611650468,0.4634146341463415,0.3902439024390244,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_581cfd787e6662,trend_continuation,compression_expansion_up,UP,NIFTY,68,development_weak_premium_move_proxy,1122.9999999999927,1020.9999999999927,918.9999999999927,15.014705882352834,0.5882352941176471,3.053912693623035,0.36764705882352944,0.45588235294117646,0.7956415279138143,1.0548481880509308,0.4411764705882353,0.38235294117647056,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_26bd64bd39d624,vwap_reclaim,vwap_rejection,DOWN,NIFTY,51,development_weak_premium_move_proxy,791.450000000008,714.950000000008,638.450000000008,14.01862745098055,0.5490196078431373,2.3078752400987947,0.4117647058823529,0.5294117647058824,0.9651024547171073,1.3364570949017316,0.43137254901960786,0.37254901960784315,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_eee0801c03f346,failed_breakout_reversal,session_low_sweep_reclaim,UP,NIFTY,45,development_weak_premium_move_proxy,693.3999999999978,625.8999999999978,558.3999999999978,13.908888888888841,0.4888888888888889,1.5637976849975164,0.4444444444444444,0.7111111111111111,2.160329126058486,2.587953347180074,0.4222222222222222,0.37777777777777777,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
SESPRINT_b298ab1bd9a168,liquidity_sweep_reversal,session_low_sweep_reclaim,UP,NIFTY,45,development_weak_premium_move_proxy,693.3999999999978,625.8999999999978,558.3999999999978,13.908888888888841,0.4888888888888889,1.5637976849975164,0.4444444444444444,0.7111111111111111,2.160329126058486,2.587953347180074,0.4222222222222222,0.37777777777777777,"['2024-05', '2024-06', '2024-07']","['Friday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday']"
