variable,event_mean,control_mean,standardized_difference
premium_band,3.9197229375721516,4.081402187977885,-0.14295447044958864
days_to_expiry,2.763520113666637,2.5833935503386156,0.0811072309907056
minute_of_day,726.8902406535832,718.3445701065981,0.06827575779993482
prior_5m_return_pct,-0.22844822686357716,2.3085245810519823,-0.08055965813495948
prior_5m_volume_ratio,2.0826186259732586,1.7496546118600855,0.0602489407953603
